mine_id,sample_id,latitude,longitude,depth_m,lithology,mn_grade,assay_confidence,lineament_distance,terrain_score,spectral_signal,prospectivity_label,depth_zone,grade_anomaly,lineament_proximity_score
balaghat,EXP-BAL-0012,21.81516,80.19824,201,Mansar Gondite Horizon,42.8,0.93,622.2,0.82,0.8,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,11.1,0.689
balaghat,EXP-BAL-0013,21.78077,80.16559,34,Basement Gneiss,26.9,0.76,896.4,0.82,0.368,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-0_Overburden,-4.8,0.552
balaghat,EXP-BAL-0014,21.79196,80.18072,262,Basement Gneiss,30.5,0.77,17.1,0.96,0.521,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-1.2,0.991
balaghat,EXP-BAL-0015,21.81117,80.20377,278,Basement Gneiss,27.3,0.74,704.8,0.95,0.486,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-4.4,0.648
balaghat,EXP-BAL-0016,21.785,80.1716,159,Mansar Gondite Horizon,39.4,0.96,1656.5,0.65,0.752,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,7.7,0.172
balaghat,EXP-BAL-0017,21.80037,80.17131,62,Basement Gneiss,22.9,0.74,1778.4,0.76,0.35,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-1_Schist,-8.8,0.111
balaghat,EXP-BAL-0018,21.81465,80.17838,331,Basement Gneiss,27.6,0.72,479.0,0.74,0.399,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-4.1,0.76
balaghat,EXP-BAL-0019,21.80998,80.18533,41,Basement Gneiss,26.8,0.73,620.8,0.73,0.457,MEDIUM PROSPECT (UNFC-122 Probable),Zone-0_Overburden,-4.9,0.69
balaghat,EXP-BAL-0020,21.80397,80.20948,101,Basement Gneiss,31.4,0.79,448.3,0.73,0.568,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,-0.3,0.776
balaghat,EXP-BAL-0021,21.79789,80.19182,224,Quartzite Schist,37.3,0.84,105.4,0.93,0.675,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,5.6,0.947
balaghat,EXP-BAL-0022,21.78883,80.16224,211,Mansar Gondite Horizon,39.9,0.88,321.1,0.86,0.721,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,8.2,0.839
balaghat,EXP-BAL-0023,21.81405,80.17954,320,Basement Gneiss,26.5,0.76,521.7,0.69,0.441,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-5.2,0.739
balaghat,EXP-BAL-0024,21.82337,80.1731,232,Quartzite Schist,33.0,0.81,944.5,0.82,0.566,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,1.3,0.528
balaghat,EXP-BAL-0025,21.78416,80.20506,308,Basement Gneiss,29.3,0.75,371.5,0.77,0.427,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-2.4,0.814
balaghat,EXP-BAL-0026,21.82436,80.20455,270,Basement Gneiss,28.9,0.77,442.6,0.7,0.463,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-2.8,0.779
balaghat,EXP-BAL-0027,21.80982,80.16066,56,Basement Gneiss,21.7,0.75,1740.6,0.88,0.339,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-1_Schist,-10.0,0.13
balaghat,EXP-BAL-0028,21.79071,80.19581,99,Basement Gneiss,29.2,0.79,522.5,0.86,0.553,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,-2.5,0.739
balaghat,EXP-BAL-0029,21.81238,80.18862,54,Basement Gneiss,23.9,0.76,1199.2,0.73,0.339,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-1_Schist,-7.8,0.4
balaghat,EXP-BAL-0030,21.79915,80.2048,223,Quartzite Schist,34.0,0.85,1268.9,0.84,0.58,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,2.3,0.366
balaghat,EXP-BAL-0031,21.78926,80.19632,113,Basement Gneiss,31.8,0.82,634.8,0.71,0.567,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,0.1,0.683
balaghat,EXP-BAL-0032,21.8272,80.20594,141,Mansar Gondite Horizon,37.9,0.92,889.9,0.97,0.732,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,6.2,0.555
balaghat,EXP-BAL-0033,21.79422,80.17945,293,Basement Gneiss,22.4,0.76,1686.6,0.83,0.307,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-9.3,0.157
balaghat,EXP-BAL-0034,21.8143,80.1887,55,Basement Gneiss,22.6,0.75,1420.8,0.94,0.358,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-1_Schist,-9.1,0.29
balaghat,EXP-BAL-0035,21.81435,80.19532,138,Mansar Gondite Horizon,39.2,0.91,255.2,0.92,0.795,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,7.5,0.872
balaghat,EXP-BAL-0036,21.82516,80.18577,182,Mansar Gondite Horizon,45.9,0.99,547.4,0.88,0.909,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,14.2,0.726
balaghat,EXP-BAL-0037,21.824,80.1771,143,Mansar Gondite Horizon,35.5,0.91,1395.0,0.66,0.681,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,3.8,0.302
balaghat,EXP-BAL-0038,21.80663,80.17453,211,Mansar Gondite Horizon,39.0,0.9,777.3,0.69,0.703,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,7.3,0.611
balaghat,EXP-BAL-0039,21.818,80.17099,221,Quartzite Schist,39.7,0.87,148.6,0.86,0.789,HIGH PROSPECT (UNFC-111 Proved),Zone-3_Breccia,8.0,0.926
balaghat,EXP-BAL-0040,21.82829,80.18602,126,Quartzite Schist,34.6,0.83,918.4,0.79,0.592,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,2.9,0.541
balaghat,EXP-BAL-0041,21.78077,80.20833,288,Basement Gneiss,29.7,0.73,436.7,0.71,0.445,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-2.0,0.782
balaghat,EXP-BAL-0042,21.79201,80.18766,250,Basement Gneiss,28.4,0.79,1152.3,0.97,0.414,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-3.3,0.424
balaghat,EXP-BAL-0043,21.80722,80.19079,157,Mansar Gondite Horizon,40.8,0.94,832.3,0.9,0.8,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,9.1,0.584
balaghat,EXP-BAL-0044,21.7853,80.1625,37,Basement Gneiss,27.5,0.72,687.3,0.81,0.448,MEDIUM PROSPECT (UNFC-122 Probable),Zone-0_Overburden,-4.2,0.656
balaghat,EXP-BAL-0045,21.80408,80.18387,79,Basement Gneiss,28.4,0.76,172.5,0.85,0.452,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,-3.3,0.914
balaghat,EXP-BAL-0046,21.78177,80.17893,222,Quartzite Schist,32.6,0.84,1319.2,0.87,0.615,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,0.9,0.34
balaghat,EXP-BAL-0047,21.78303,80.19232,33,Basement Gneiss,22.9,0.74,1706.9,0.84,0.35,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-0_Overburden,-8.8,0.147
balaghat,EXP-BAL-0048,21.81166,80.18311,196,Mansar Gondite Horizon,43.0,0.96,597.0,0.97,0.828,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,11.3,0.702
balaghat,EXP-BAL-0049,21.78929,80.16367,56,Basement Gneiss,29.4,0.76,133.9,0.76,0.485,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,-2.3,0.933
balaghat,EXP-BAL-0050,21.78066,80.20092,113,Basement Gneiss,29.0,0.82,1152.1,0.86,0.519,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-2.7,0.424
balaghat,EXP-BAL-0051,21.81625,80.20037,113,Basement Gneiss,29.9,0.83,946.2,0.92,0.548,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-1.8,0.527
balaghat,EXP-BAL-0052,21.80013,80.1788,269,Basement Gneiss,25.7,0.75,1092.9,0.93,0.429,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-6.0,0.454
balaghat,EXP-BAL-0053,21.81704,80.19793,57,Basement Gneiss,27.3,0.74,801.4,0.92,0.426,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-1_Schist,-4.4,0.599
balaghat,EXP-BAL-0054,21.82428,80.17966,28,Basement Gneiss,22.6,0.74,1668.9,0.96,0.34,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-0_Overburden,-9.1,0.166
balaghat,EXP-BAL-0055,21.81109,80.18262,117,Quartzite Schist,32.2,0.83,486.8,0.9,0.64,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,0.5,0.757
balaghat,EXP-BAL-0056,21.81898,80.16476,180,Mansar Gondite Horizon,45.2,0.99,334.4,0.8,0.921,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,13.5,0.833
balaghat,EXP-BAL-0057,21.79705,80.16605,70,Basement Gneiss,27.9,0.73,846.4,0.68,0.446,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-1_Schist,-3.8,0.577
balaghat,EXP-BAL-0058,21.81455,80.16384,283,Basement Gneiss,26.4,0.76,914.0,0.68,0.404,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-5.3,0.543
balaghat,EXP-BAL-0059,21.79821,80.17873,281,Basement Gneiss,25.9,0.76,1312.2,0.68,0.355,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-5.8,0.344
balaghat,EXP-BAL-0060,21.80742,80.18141,310,Basement Gneiss,28.5,0.74,35.8,0.65,0.507,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-3.2,0.982
balaghat,EXP-BAL-0061,21.78232,80.16614,62,Basement Gneiss,27.8,0.76,673.1,0.84,0.48,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,-3.9,0.663
balaghat,EXP-BAL-0062,21.79824,80.17449,298,Basement Gneiss,22.9,0.74,1712.3,0.67,0.34,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-8.8,0.144
balaghat,EXP-BAL-0063,21.82797,80.18635,223,Quartzite Schist,35.9,0.86,914.3,0.86,0.606,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,4.2,0.543
balaghat,EXP-BAL-0064,21.82456,80.16247,113,Basement Gneiss,33.5,0.79,67.3,0.74,0.694,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,1.8,0.966
balaghat,EXP-BAL-0065,21.80268,80.17787,208,Mansar Gondite Horizon,38.6,0.91,898.1,0.92,0.667,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,6.9,0.551
balaghat,EXP-BAL-0066,21.78763,80.20575,284,Basement Gneiss,31.5,0.76,79.4,0.96,0.47,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-0.2,0.96
balaghat,EXP-BAL-0067,21.78176,80.16152,143,Mansar Gondite Horizon,36.2,0.93,1173.8,0.78,0.709,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,4.5,0.413
balaghat,EXP-BAL-0068,21.82161,80.20212,172,Mansar Gondite Horizon,39.9,0.99,1705.8,0.67,0.731,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,8.2,0.147
balaghat,EXP-BAL-0069,21.82015,80.21019,338,Basement Gneiss,27.8,0.75,510.3,0.96,0.499,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-3.9,0.745
balaghat,EXP-BAL-0070,21.79187,80.18273,65,Basement Gneiss,23.6,0.75,1637.1,0.73,0.342,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-1_Schist,-8.1,0.181
balaghat,EXP-BAL-0071,21.81041,80.17811,60,Basement Gneiss,31.8,0.74,18.1,0.9,0.521,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,0.1,0.991
balaghat,EXP-BAL-0072,21.82211,80.1878,201,Mansar Gondite Horizon,43.1,0.91,401.2,0.69,0.818,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,11.4,0.799
balaghat,EXP-BAL-0073,21.81726,80.19122,246,Basement Gneiss,31.8,0.78,187.5,0.65,0.561,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,0.1,0.906
balaghat,EXP-BAL-0074,21.809,80.17981,162,Mansar Gondite Horizon,47.1,0.98,12.8,0.82,0.926,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,15.4,0.994
balaghat,EXP-BAL-0075,21.79933,80.1913,296,Basement Gneiss,30.5,0.74,5.7,0.74,0.512,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-1.2,0.997
balaghat,EXP-BAL-0076,21.8285,80.18483,128,Quartzite Schist,35.3,0.84,829.1,0.68,0.596,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,3.6,0.585
balaghat,EXP-BAL-0077,21.7859,80.1678,68,Basement Gneiss,30.0,0.76,117.8,0.76,0.474,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,-1.7,0.941
balaghat,EXP-BAL-0078,21.8032,80.19358,79,Basement Gneiss,26.9,0.73,651.4,0.71,0.443,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,-4.8,0.674
balaghat,EXP-BAL-0079,21.78553,80.18324,89,Basement Gneiss,26.8,0.74,491.8,0.88,0.496,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,-4.9,0.754
balaghat,EXP-BAL-0080,21.81947,80.1916,50,Basement Gneiss,27.5,0.75,469.3,0.92,0.457,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,-4.2,0.765
balaghat,EXP-BAL-0081,21.78873,80.17067,141,Mansar Gondite Horizon,35.8,0.9,1331.5,0.77,0.74,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,4.1,0.334
balaghat,EXP-BAL-0082,21.81687,80.16203,104,Basement Gneiss,29.8,0.79,827.3,0.82,0.52,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,-1.9,0.586
balaghat,EXP-BAL-0083,21.78486,80.18257,192,Mansar Gondite Horizon,42.2,0.94,630.0,0.77,0.825,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,10.5,0.685
balaghat,EXP-BAL-0084,21.7956,80.17077,128,Quartzite Schist,36.7,0.86,558.1,0.91,0.715,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,5.0,0.721
balaghat,EXP-BAL-0085,21.78385,80.18706,209,Mansar Gondite Horizon,42.0,0.9,316.3,0.69,0.769,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,10.3,0.842
balaghat,EXP-BAL-0086,21.79765,80.1925,204,Mansar Gondite Horizon,43.4,0.91,66.8,0.68,0.801,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,11.7,0.967
balaghat,EXP-BAL-0087,21.7918,80.16823,83,Basement Gneiss,25.0,0.74,1221.7,0.95,0.377,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-1_Schist,-6.7,0.389
balaghat,EXP-BAL-0088,21.80573,80.18072,334,Basement Gneiss,27.5,0.75,289.6,0.97,0.471,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-4.2,0.855
balaghat,EXP-BAL-0089,21.82035,80.1731,78,Basement Gneiss,28.0,0.75,609.8,0.83,0.478,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,-3.7,0.695
balaghat,EXP-BAL-0090,21.7935,80.19867,83,Basement Gneiss,28.6,0.74,59.0,0.82,0.508,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,-3.1,0.97
balaghat,EXP-BAL-0091,21.78524,80.19073,115,Quartzite Schist,28.5,0.81,1612.2,0.81,0.434,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-3.2,0.194
balaghat,EXP-BAL-0092,21.78209,80.17703,67,Basement Gneiss,23.2,0.75,1463.5,0.73,0.387,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-1_Schist,-8.5,0.268
balaghat,EXP-BAL-0093,21.81751,80.18998,173,Mansar Gondite Horizon,45.9,0.99,98.5,0.96,0.895,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,14.2,0.951
balaghat,EXP-BAL-0094,21.82775,80.16641,255,Basement Gneiss,28.2,0.78,796.3,0.84,0.478,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-3.5,0.602
balaghat,EXP-BAL-0095,21.78649,80.19996,88,Basement Gneiss,28.2,0.77,596.7,0.92,0.471,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,-3.5,0.702
balaghat,EXP-BAL-0096,21.80565,80.17814,301,Basement Gneiss,27.0,0.74,542.5,0.79,0.488,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-4.7,0.729
balaghat,EXP-BAL-0097,21.80263,80.17527,260,Basement Gneiss,26.4,0.76,1150.6,0.95,0.376,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-5.3,0.425
balaghat,EXP-BAL-0098,21.80668,80.20552,221,Quartzite Schist,38.0,0.87,372.5,0.7,0.648,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,6.3,0.814
balaghat,EXP-BAL-0099,21.8105,80.18687,306,Basement Gneiss,26.6,0.73,825.3,0.75,0.405,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-5.1,0.587
balaghat,EXP-BAL-0100,21.8167,80.16188,204,Mansar Gondite Horizon,39.8,0.93,861.8,0.76,0.769,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,8.1,0.569
dongri-buzurg,EXP-DON-0001,21.52373,79.73872,65,Mansar Gondite Horizon,46.7,0.97,515.3,0.7,0.941,HIGH PROSPECT (UNFC-111 Proved),Zone-1_Schist,14.8,0.742
dongri-buzurg,EXP-DON-0002,21.55431,79.7324,226,Basement Gneiss,29.9,0.73,478.7,0.73,0.469,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-2.0,0.761
dongri-buzurg,EXP-DON-0003,21.52728,79.74182,208,Basement Gneiss,27.2,0.73,173.0,0.96,0.465,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-4.7,0.914
dongri-buzurg,EXP-DON-0004,21.54751,79.72169,217,Basement Gneiss,28.7,0.76,506.5,0.88,0.457,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-3.2,0.747
dongri-buzurg,EXP-DON-0005,21.55356,79.70403,206,Basement Gneiss,29.9,0.76,500.3,0.89,0.415,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-2.0,0.75
dongri-buzurg,EXP-DON-0006,21.56448,79.71894,60,Mansar Gondite Horizon,48.9,0.97,328.4,0.85,0.921,HIGH PROSPECT (UNFC-111 Proved),Zone-1_Schist,17.0,0.836
dongri-buzurg,EXP-DON-0007,21.52094,79.71316,277,Basement Gneiss,21.3,0.73,1453.9,0.95,0.374,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-10.6,0.273
dongri-buzurg,EXP-DON-0008,21.53555,79.73328,167,Basement Gneiss,28.1,0.73,278.7,0.7,0.486,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-3.8,0.861
dongri-buzurg,EXP-DON-0009,21.54312,79.71735,313,Basement Gneiss,26.6,0.72,394.2,0.86,0.499,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-5.3,0.803
dongri-buzurg,EXP-DON-0010,21.55138,79.7053,327,Basement Gneiss,26.3,0.76,621.7,0.68,0.433,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-5.6,0.689
dongri-buzurg,EXP-DON-0011,21.54331,79.72617,46,Mansar Gondite Horizon,45.9,0.94,465.3,0.95,0.834,HIGH PROSPECT (UNFC-111 Proved),Zone-0_Overburden,14.0,0.767
dongri-buzurg,EXP-DON-0012,21.52773,79.69823,173,Basement Gneiss,29.3,0.74,318.1,0.91,0.463,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-2.6,0.841
dongri-buzurg,EXP-DON-0013,21.54442,79.71844,151,Basement Gneiss,31.5,0.78,146.0,0.71,0.497,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-0.4,0.927
dongri-buzurg,EXP-DON-0014,21.56551,79.71507,110,Quartzite Schist,41.5,0.85,74.2,0.66,0.699,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,9.6,0.963
dongri-buzurg,EXP-DON-0015,21.554,79.72935,33,Mansar Gondite Horizon,42.5,0.89,153.5,0.87,0.793,HIGH PROSPECT (UNFC-111 Proved),Zone-0_Overburden,10.6,0.923
dongri-buzurg,EXP-DON-0016,21.52341,79.7364,81,Mansar Gondite Horizon,45.1,0.95,772.6,0.68,0.801,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,13.2,0.614
dongri-buzurg,EXP-DON-0017,21.55431,79.73918,286,Basement Gneiss,24.1,0.73,1123.1,0.72,0.435,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-7.8,0.438
dongri-buzurg,EXP-DON-0018,21.56302,79.69705,51,Mansar Gondite Horizon,46.5,0.98,113.6,0.79,0.929,HIGH PROSPECT (UNFC-111 Proved),Zone-1_Schist,14.6,0.943
dongri-buzurg,EXP-DON-0019,21.55907,79.71349,106,Quartzite Schist,34.9,0.88,1010.4,0.74,0.695,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,3.0,0.495
dongri-buzurg,EXP-DON-0020,21.53867,79.724,162,Basement Gneiss,29.8,0.74,255.5,0.9,0.508,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-2.1,0.872
dongri-buzurg,EXP-DON-0021,21.56162,79.72077,306,Basement Gneiss,30.7,0.73,185.3,0.66,0.479,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-1.2,0.907
dongri-buzurg,EXP-DON-0022,21.54528,79.72807,106,Quartzite Schist,37.1,0.88,865.1,0.97,0.677,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,5.2,0.567
dongri-buzurg,EXP-DON-0023,21.52678,79.71002,30,Mansar Gondite Horizon,38.6,0.91,1103.7,0.83,0.639,MEDIUM PROSPECT (UNFC-122 Probable),Zone-0_Overburden,6.7,0.448
dongri-buzurg,EXP-DON-0024,21.55969,79.70672,28,Mansar Gondite Horizon,41.5,0.9,435.6,0.85,0.755,HIGH PROSPECT (UNFC-111 Proved),Zone-0_Overburden,9.6,0.782
dongri-buzurg,EXP-DON-0025,21.52697,79.74212,156,Basement Gneiss,28.4,0.74,166.8,0.67,0.532,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-3.5,0.917
dongri-buzurg,EXP-DON-0026,21.5551,79.70054,214,Basement Gneiss,25.8,0.73,660.6,0.75,0.419,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-6.1,0.67
dongri-buzurg,EXP-DON-0027,21.55415,79.71126,203,Basement Gneiss,28.8,0.75,252.0,0.96,0.545,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-3.1,0.874
dongri-buzurg,EXP-DON-0028,21.52895,79.69796,107,Quartzite Schist,40.2,0.88,209.0,0.81,0.721,HIGH PROSPECT (UNFC-111 Proved),Zone-1_Schist,8.3,0.896
dongri-buzurg,EXP-DON-0029,21.53491,79.73495,58,Mansar Gondite Horizon,47.2,0.98,366.9,0.81,0.917,HIGH PROSPECT (UNFC-111 Proved),Zone-1_Schist,15.3,0.817
dongri-buzurg,EXP-DON-0030,21.53994,79.70872,283,Basement Gneiss,24.0,0.74,1566.3,0.74,0.355,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-7.9,0.217
dongri-buzurg,EXP-DON-0031,21.53625,79.70098,313,Basement Gneiss,25.8,0.75,911.6,0.83,0.369,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-6.1,0.544
dongri-buzurg,EXP-DON-0032,21.55481,79.73673,232,Basement Gneiss,26.4,0.74,945.0,0.73,0.43,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-5.5,0.528
dongri-buzurg,EXP-DON-0033,21.52926,79.74578,322,Basement Gneiss,26.9,0.75,769.1,0.66,0.449,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-5.0,0.615
dongri-buzurg,EXP-DON-0034,21.53307,79.74262,330,Basement Gneiss,26.8,0.75,891.2,0.93,0.41,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-5.1,0.554
