date,mine_id,latitude,longitude,ndvi,ndwi,ndmi,evi,surface_change_score,vegetation_change,water_change,disturbed_area_score,terrain_slope,elevation,land_surface_change_confidence,ndvi_change,ndwi_change,vegetation_loss,water_expansion
2025-06-12,balaghat,21.8045,80.1852,0.498,-0.244,0.227,0.436,0.099,-0.021,0.006,0.427,14.5,320,0.894,0.023,0.026,0.0,0.026
2025-06-18,balaghat,21.8045,80.1852,0.482,-0.137,0.269,0.426,0.454,-0.043,0.113,0.524,14.5,320,0.962,-0.016,0.107,0.016,0.107
2025-06-24,balaghat,21.8045,80.1852,0.567,0.056,0.425,0.475,0.857,-0.023,0.306,0.632,14.5,320,0.97,0.085,0.193,0.0,0.193
2025-06-30,balaghat,21.8045,80.1852,0.554,0.057,0.416,0.446,0.952,-0.046,0.307,0.663,14.5,320,0.953,-0.013,0.001,0.013,0.001
2025-07-06,balaghat,21.8045,80.1852,0.581,0.136,0.475,0.498,0.98,-0.004,0.386,0.678,14.5,320,0.881,0.027,0.079,0.0,0.079
2025-07-12,balaghat,21.8045,80.1852,0.583,0.109,0.463,0.533,0.946,-0.012,0.359,0.676,14.5,320,0.945,0.002,-0.027,0.0,0.0
2025-07-18,balaghat,21.8045,80.1852,0.605,0.135,0.491,0.499,0.98,-0.045,0.385,0.692,14.5,320,0.955,0.022,0.026,0.0,0.026
2025-07-24,balaghat,21.8045,80.1852,0.615,0.211,0.536,0.539,0.98,0.015,0.461,0.7,14.5,320,0.889,0.01,0.076,0.0,0.076
2025-07-30,balaghat,21.8045,80.1852,0.544,0.169,0.465,0.48,0.98,-0.028,0.419,0.708,14.5,320,0.943,-0.071,-0.042,0.071,0.0
2025-08-05,balaghat,21.8045,80.1852,0.579,0.247,0.529,0.487,0.98,0.03,0.497,0.715,14.5,320,0.9,0.035,0.078,0.0,0.078
2025-08-11,balaghat,21.8045,80.1852,0.539,0.202,0.478,0.459,0.98,-0.027,0.452,0.722,14.5,320,0.898,-0.04,-0.045,0.04,0.0
2025-08-17,balaghat,21.8045,80.1852,0.545,0.151,0.457,0.473,0.98,-0.027,0.401,0.73,14.5,320,0.976,0.006,-0.051,0.0,0.0
2025-08-23,balaghat,21.8045,80.1852,0.518,0.099,0.412,0.461,0.98,-0.033,0.349,0.738,14.5,320,0.912,-0.027,-0.052,0.027,0.0
2025-08-29,balaghat,21.8045,80.1852,0.515,-0.047,0.337,0.441,0.584,-0.019,0.203,0.646,14.5,320,0.937,-0.003,-0.146,0.003,0.0
2025-09-04,balaghat,21.8045,80.1852,0.49,-0.104,0.291,0.438,0.469,-0.026,0.146,0.625,14.5,320,0.954,-0.025,-0.057,0.025,0.0
2025-09-10,balaghat,21.8045,80.1852,0.487,-0.11,0.286,0.386,0.538,-0.047,0.14,0.65,14.5,320,0.961,-0.003,-0.006,0.003,0.0
2025-09-16,balaghat,21.8045,80.1852,0.435,-0.226,0.192,0.37,0.104,-0.011,0.024,0.548,14.5,320,0.93,-0.052,-0.116,0.052,0.0
2025-09-22,balaghat,21.8045,80.1852,0.435,-0.205,0.202,0.389,0.176,-0.016,0.045,0.574,14.5,320,0.969,0.0,0.021,0.0,0.021
2025-09-28,balaghat,21.8045,80.1852,0.38,-0.31,0.111,0.326,0.338,-0.047,-0.06,0.622,14.5,320,0.884,-0.055,-0.105,0.055,0.0
2025-10-04,balaghat,21.8045,80.1852,0.481,-0.325,0.174,0.423,0.44,-0.063,-0.075,0.655,14.5,320,0.883,0.101,-0.015,0.0,0.0
2025-10-10,balaghat,21.8045,80.1852,0.382,-0.263,0.136,0.356,0.149,-0.029,-0.013,0.59,14.5,320,0.902,-0.099,0.062,0.099,0.062
2025-10-16,balaghat,21.8045,80.1852,0.384,-0.241,0.148,0.327,0.202,-0.045,0.009,0.61,14.5,320,0.934,0.002,0.022,0.0,0.022
2025-10-22,balaghat,21.8045,80.1852,0.444,-0.217,0.202,0.378,0.178,-0.024,0.033,0.612,14.5,320,0.912,0.06,0.024,0.0,0.024
2025-10-28,balaghat,21.8045,80.1852,0.38,-0.216,0.158,0.307,0.229,-0.036,0.034,0.632,14.5,320,0.883,-0.064,0.001,0.064,0.001
2025-11-03,balaghat,21.8045,80.1852,0.374,-0.184,0.17,0.311,0.325,-0.04,0.066,0.664,14.5,320,0.905,-0.006,0.032,0.006,0.032
2025-11-09,balaghat,21.8045,80.1852,0.447,-0.234,0.196,0.355,0.104,-0.016,0.016,0.616,14.5,320,0.975,0.073,-0.05,0.0,0.0
2025-11-15,balaghat,21.8045,80.1852,0.402,-0.184,0.189,0.315,0.173,0.002,0.066,0.641,14.5,320,0.905,-0.045,0.05,0.045,0.05
2025-11-21,balaghat,21.8045,80.1852,0.426,-0.278,0.159,0.371,0.154,-0.021,-0.028,0.644,14.5,320,0.927,0.024,-0.094,0.0,0.0
2025-11-27,balaghat,21.8045,80.1852,0.384,-0.287,0.125,0.301,0.248,-0.039,-0.037,0.675,14.5,320,0.923,-0.042,-0.009,0.042,0.0
2025-12-03,balaghat,21.8045,80.1852,0.431,-0.307,0.148,0.358,0.283,-0.035,-0.057,0.691,14.5,320,0.917,0.047,-0.02,0.0,0.0
2025-12-09,balaghat,21.8045,80.1852,0.381,-0.156,0.189,0.332,0.315,-0.02,0.094,0.706,14.5,320,0.896,-0.05,0.151,0.05,0.151
2025-12-15,balaghat,21.8045,80.1852,0.382,-0.274,0.13,0.326,0.244,-0.046,-0.024,0.696,14.5,320,0.974,0.001,-0.118,0.0,0.0
2025-12-21,balaghat,21.8045,80.1852,0.316,-0.199,0.122,0.256,0.14,0.003,0.051,0.678,14.5,320,0.935,-0.066,0.075,0.066,0.075
2025-01-01,dongri-buzurg,21.5432,79.7214,0.545,-0.226,0.268,0.469,0.108,-0.012,0.024,0.227,22.0,380,0.887,0.0,0.0,0.0,0.0
2025-01-07,dongri-buzurg,21.5432,79.7214,0.574,-0.269,0.267,0.475,0.08,-0.008,-0.019,0.228,22.0,380,0.95,0.029,-0.043,0.0,0.0
2025-01-13,dongri-buzurg,21.5432,79.7214,0.571,-0.238,0.281,0.502,0.074,0.011,0.012,0.234,22.0,380,0.908,-0.003,0.031,0.003,0.031
2025-01-19,dongri-buzurg,21.5432,79.7214,0.558,-0.278,0.252,0.439,0.174,-0.026,-0.028,0.266,22.0,380,0.958,-0.013,-0.04,0.013,0.0
2025-01-25,dongri-buzurg,21.5432,79.7214,0.554,-0.258,0.259,0.467,0.096,0.019,-0.008,0.254,22.0,380,0.955,-0.004,0.02,0.004,0.02
2025-01-31,dongri-buzurg,21.5432,79.7214,0.523,-0.24,0.246,0.445,0.085,0.015,0.01,0.259,22.0,380,0.963,-0.031,0.018,0.031,0.018
2025-02-06,dongri-buzurg,21.5432,79.7214,0.552,-0.262,0.255,0.476,0.058,-0.007,-0.012,0.26,22.0,380,0.975,0.029,-0.022,0.0,0.0
2025-02-12,dongri-buzurg,21.5432,79.7214,0.586,-0.207,0.307,0.462,0.163,-0.014,0.043,0.293,22.0,380,0.913,0.034,0.055,0.0,0.055
2025-02-18,dongri-buzurg,21.5432,79.7214,0.561,-0.218,0.284,0.489,0.108,0.007,0.032,0.287,22.0,380,0.889,-0.025,-0.011,0.025,0.0
2025-02-24,dongri-buzurg,21.5432,79.7214,0.502,-0.25,0.226,0.385,0.116,0.029,0.0,0.297,22.0,380,0.969,-0.059,-0.032,0.059,0.0
2025-03-02,dongri-buzurg,21.5432,79.7214,0.495,-0.263,0.215,0.429,0.104,-0.018,-0.013,0.301,22.0,380,0.942,-0.007,-0.013,0.007,0.0
2025-03-08,dongri-buzurg,21.5432,79.7214,0.504,-0.242,0.232,0.44,0.06,0.01,0.008,0.298,22.0,380,0.888,0.009,0.021,0.0,0.021
2025-03-14,dongri-buzurg,21.5432,79.7214,0.471,-0.306,0.177,0.386,0.188,-0.012,-0.056,0.337,22.0,380,0.958,-0.033,-0.064,0.033,0.0
2025-03-20,dongri-buzurg,21.5432,79.7214,0.45,-0.187,0.222,0.376,0.194,-0.009,0.063,0.346,22.0,380,0.927,-0.021,0.119,0.021,0.119
2025-03-26,dongri-buzurg,21.5432,79.7214,0.518,-0.283,0.221,0.451,0.166,0.021,-0.033,0.347,22.0,380,0.976,0.068,-0.096,0.0,0.0
2025-04-01,dongri-buzurg,21.5432,79.7214,0.462,-0.284,0.181,0.386,0.089,-0.001,-0.034,0.335,22.0,380,0.976,-0.056,-0.001,0.056,0.0
2025-04-07,dongri-buzurg,21.5432,79.7214,0.509,-0.249,0.232,0.435,0.106,-0.026,0.001,0.347,22.0,380,0.977,0.047,0.035,0.0,0.035
2025-04-13,dongri-buzurg,21.5432,79.7214,0.567,-0.234,0.28,0.473,0.144,0.026,0.016,0.364,22.0,380,0.943,0.058,0.015,0.0,0.015
2025-04-19,dongri-buzurg,21.5432,79.7214,0.522,-0.243,0.244,0.487,0.13,-0.028,0.007,0.368,22.0,380,0.908,-0.045,-0.009,0.045,0.0
2025-04-25,dongri-buzurg,21.5432,79.7214,0.488,-0.304,0.19,0.435,0.331,-0.049,-0.054,0.425,22.0,380,0.888,-0.034,-0.061,0.034,0.0
2025-05-01,dongri-buzurg,21.5432,79.7214,0.5,-0.175,0.262,0.444,0.288,-0.025,0.075,0.422,22.0,380,0.948,0.012,0.129,0.0,0.129
2025-05-07,dongri-buzurg,21.5432,79.7214,0.509,-0.191,0.261,0.447,0.216,-0.017,0.059,0.412,22.0,380,0.967,0.009,-0.016,0.0,0.0
2025-05-13,dongri-buzurg,21.5432,79.7214,0.519,-0.269,0.229,0.407,0.096,0.012,-0.019,0.389,22.0,380,0.977,0.01,-0.078,0.0,0.0
2025-05-19,dongri-buzurg,21.5432,79.7214,0.489,-0.239,0.223,0.367,0.16,-0.033,0.011,0.413,22.0,380,0.907,-0.03,0.03,0.03,0.03
2025-05-25,dongri-buzurg,21.5432,79.7214,0.478,-0.248,0.211,0.397,0.05,-0.004,0.002,0.392,22.0,380,0.925,-0.011,-0.009,0.011,0.0
2025-05-31,dongri-buzurg,21.5432,79.7214,0.434,-0.229,0.189,0.39,0.109,0.014,0.021,0.415,22.0,380,0.916,-0.044,0.019,0.044,0.019
2025-06-06,dongri-buzurg,21.5432,79.7214,0.482,-0.28,0.197,0.441,0.135,-0.015,-0.03,0.429,22.0,380,0.932,0.048,-0.051,0.0,0.0
2025-06-12,dongri-buzurg,21.5432,79.7214,0.487,-0.162,0.26,0.434,0.28,-0.015,0.088,0.473,22.0,380,0.92,0.005,0.118,0.0,0.118
2025-06-18,dongri-buzurg,21.5432,79.7214,0.524,-0.07,0.332,0.426,0.47,-0.005,0.18,0.528,22.0,380,0.894,0.037,0.092,0.0,0.092
2025-06-24,dongri-buzurg,21.5432,79.7214,0.475,0.012,0.338,0.421,0.743,-0.022,0.262,0.603,22.0,380,0.915,-0.049,0.082,0.049,0.082
2025-06-30,dongri-buzurg,21.5432,79.7214,0.591,0.029,0.428,0.535,0.89,-0.048,0.279,0.648,22.0,380,0.966,0.116,0.017,0.0,0.017
2025-07-06,dongri-buzurg,21.5432,79.7214,0.562,0.119,0.453,0.472,0.98,-0.054,0.369,0.678,22.0,380,0.978,-0.029,0.09,0.029,0.09
2025-07-12,dongri-buzurg,21.5432,79.7214,0.512,0.134,0.425,0.409,0.98,-0.008,0.384,0.685,22.0,380,0.888,-0.05,0.015,0.05,0.015
2025-07-18,dongri-buzurg,21.5432,79.7214,0.55,0.193,0.482,0.482,0.98,-0.028,0.443,0.692,22.0,380,0.927,0.038,0.059,0.0,0.059
2025-07-24,dongri-buzurg,21.5432,79.7214,0.557,0.215,0.497,0.463,0.98,-0.039,0.465,0.7,22.0,380,0.898,0.007,0.022,0.0,0.022
2025-07-30,dongri-buzurg,21.5432,79.7214,0.542,0.192,0.475,0.462,0.98,-0.069,0.442,0.708,22.0,380,0.949,-0.015,-0.023,0.015,0.0
2025-08-05,dongri-buzurg,21.5432,79.7214,0.558,0.198,0.49,0.472,0.98,-0.028,0.448,0.715,22.0,380,0.961,0.016,0.006,0.0,0.006
2025-08-11,dongri-buzurg,21.5432,79.7214,0.545,0.186,0.475,0.452,0.98,-0.049,0.436,0.722,22.0,380,0.928,-0.013,-0.012,0.013,0.0
2025-08-17,dongri-buzurg,21.5432,79.7214,0.506,0.177,0.443,0.463,0.98,-0.03,0.427,0.73,22.0,380,0.884,-0.039,-0.009,0.039,0.0
2025-08-23,dongri-buzurg,21.5432,79.7214,0.558,0.029,0.405,0.475,0.726,-0.007,0.279,0.674,22.0,380,0.933,0.052,-0.148,0.0,0.0
2025-08-29,dongri-buzurg,21.5432,79.7214,0.505,-0.035,0.336,0.397,0.63,-0.023,0.215,0.658,22.0,380,0.907,-0.053,-0.064,0.053,0.0
2025-09-04,dongri-buzurg,21.5432,79.7214,0.477,-0.073,0.297,0.384,0.602,-0.04,0.177,0.658,22.0,380,0.913,-0.028,-0.038,0.028,0.0
2025-09-10,dongri-buzurg,21.5432,79.7214,0.505,-0.117,0.295,0.429,0.34,0.002,0.133,0.6,22.0,380,0.889,0.028,-0.044,0.0,0.0
2025-09-16,dongri-buzurg,21.5432,79.7214,0.497,-0.195,0.25,0.414,0.15,0.003,0.055,0.56,22.0,380,0.893,-0.008,-0.078,0.008,0.0
2025-09-22,dongri-buzurg,21.5432,79.7214,0.392,-0.305,0.122,0.352,0.174,0.009,-0.055,0.574,22.0,380,0.916,-0.105,-0.11,0.105,0.0
2025-09-28,dongri-buzurg,21.5432,79.7214,0.416,-0.245,0.169,0.346,0.153,-0.035,0.005,0.576,22.0,380,0.895,0.024,0.06,0.0,0.06
2025-10-04,dongri-buzurg,21.5432,79.7214,0.392,-0.269,0.14,0.321,0.24,-0.048,-0.019,0.605,22.0,380,0.897,-0.024,-0.024,0.024,0.0
2025-10-10,dongri-buzurg,21.5432,79.7214,0.334,-0.223,0.122,0.292,0.2,-0.033,0.027,0.602,22.0,380,0.967,-0.058,0.046,0.058,0.046
2025-10-16,dongri-buzurg,21.5432,79.7214,0.389,-0.22,0.162,0.341,0.283,-0.052,0.03,0.631,22.0,380,0.973,0.055,0.003,0.0,0.003
2025-10-22,dongri-buzurg,21.5432,79.7214,0.464,-0.185,0.232,0.413,0.355,-0.048,0.065,0.656,22.0,380,0.899,0.075,0.035,0.0,0.035
2025-10-28,dongri-buzurg,21.5432,79.7214,0.377,-0.322,0.103,0.288,0.308,-0.032,-0.072,0.652,22.0,380,0.891,-0.087,-0.137,0.087,0.0
2025-11-03,dongri-buzurg,21.5432,79.7214,0.351,-0.218,0.137,0.276,0.196,-0.029,0.032,0.632,22.0,380,0.928,-0.026,0.104,0.026,0.104
2025-11-09,dongri-buzurg,21.5432,79.7214,0.374,-0.248,0.138,0.301,0.173,-0.042,0.002,0.633,22.0,380,0.886,0.023,-0.03,0.0,0.0
2025-11-15,dongri-buzurg,21.5432,79.7214,0.373,-0.22,0.151,0.339,0.155,-0.02,0.03,0.636,22.0,380,0.94,-0.001,0.028,0.001,0.028
2025-11-21,dongri-buzurg,21.5432,79.7214,0.314,-0.282,0.079,0.278,0.24,-0.04,-0.032,0.665,22.0,380,0.963,-0.059,-0.062,0.059,0.0
2025-11-27,dongri-buzurg,21.5432,79.7214,0.39,-0.246,0.15,0.341,0.05,-0.005,0.004,0.625,22.0,380,0.964,0.076,0.036,0.0,0.036
2025-12-03,dongri-buzurg,21.5432,79.7214,0.392,-0.266,0.141,0.323,0.224,-0.046,-0.016,0.676,22.0,380,0.896,0.002,-0.02,0.0,0.0
2025-12-09,dongri-buzurg,21.5432,79.7214,0.395,-0.209,0.172,0.292,0.226,-0.031,0.041,0.684,22.0,380,0.968,0.003,0.057,0.0,0.057
2025-12-15,dongri-buzurg,21.5432,79.7214,0.412,-0.266,0.155,0.309,0.276,-0.059,-0.016,0.704,22.0,380,0.926,0.017,-0.057,0.0,0.0
2025-12-21,dongri-buzurg,21.5432,79.7214,0.405,-0.284,0.142,0.313,0.241,-0.039,-0.034,0.703,22.0,380,0.97,-0.007,-0.018,0.007,0.0
2025-01-01,gumgaon,21.385,79.012,0.575,-0.338,0.233,0.493,0.28,0.015,-0.088,0.27,8.5,290,0.892,0.0,0.0,0.0,0.0
2025-01-07,gumgaon,21.385,79.012,0.552,-0.227,0.273,0.452,0.094,-0.009,0.023,0.231,8.5,290,0.959,-0.023,0.111,0.023,0.111
2025-01-13,gumgaon,21.385,79.012,0.563,-0.159,0.315,0.482,0.244,0.004,0.091,0.276,8.5,290,0.895,0.011,0.068,0.0,0.068
2025-01-19,gumgaon,21.385,79.012,0.508,-0.283,0.214,0.462,0.107,0.006,-0.033,0.249,8.5,290,0.968,-0.055,-0.124,0.055,0.0
2025-01-25,gumgaon,21.385,79.012,0.569,-0.27,0.263,0.478,0.138,-0.022,-0.02,0.264,8.5,290,0.96,0.061,0.013,0.0,0.013
2025-01-31,gumgaon,21.385,79.012,0.522,-0.272,0.229,0.463,0.119,0.016,-0.022,0.267,8.5,290,0.944,-0.047,-0.002,0.047,0.0
2025-02-06,gumgaon,21.385,79.012,0.544,-0.175,0.293,0.447,0.304,-0.029,0.075,0.321,8.5,290,0.898,0.022,0.097,0.0,0.097
2025-02-12,gumgaon,21.385,79.012,0.534,-0.217,0.265,0.436,0.286,-0.051,0.033,0.324,8.5,290,0.975,-0.01,-0.042,0.01,0.0
2025-02-18,gumgaon,21.385,79.012,0.534,-0.295,0.226,0.503,0.124,-0.003,-0.045,0.291,8.5,290,0.882,0.0,-0.078,0.0,0.0
2025-02-24,gumgaon,21.385,79.012,0.576,-0.226,0.29,0.494,0.072,0.003,0.024,0.286,8.5,290,0.895,0.042,0.069,0.0,0.069
2025-03-02,gumgaon,21.385,79.012,0.576,-0.196,0.305,0.521,0.203,-0.017,0.054,0.326,8.5,290,0.973,0.0,0.03,0.0,0.03
2025-03-08,gumgaon,21.385,79.012,0.514,-0.219,0.25,0.488,0.09,0.003,0.031,0.305,8.5,290,0.92,-0.062,-0.023,0.062,0.0
2025-03-14,gumgaon,21.385,79.012,0.509,-0.267,0.223,0.412,0.207,-0.041,-0.017,0.342,8.5,290,0.934,-0.005,-0.048,0.005,0.0
2025-03-20,gumgaon,21.385,79.012,0.504,-0.225,0.24,0.454,0.162,-0.025,0.025,0.338,8.5,290,0.925,-0.005,0.042,0.005,0.042
2025-03-26,gumgaon,21.385,79.012,0.5,-0.31,0.195,0.42,0.21,-0.015,-0.06,0.358,8.5,290,0.93,-0.004,-0.085,0.004,0.0
2025-04-01,gumgaon,21.385,79.012,0.529,-0.256,0.242,0.471,0.203,-0.047,-0.006,0.363,8.5,290,0.943,0.029,0.054,0.0,0.054
2025-04-07,gumgaon,21.385,79.012,0.494,-0.294,0.199,0.471,0.146,-0.009,-0.044,0.356,8.5,290,0.887,-0.035,-0.038,0.035,0.0
2025-04-13,gumgaon,21.385,79.012,0.476,-0.223,0.222,0.402,0.1,-0.008,0.027,0.353,8.5,290,0.899,-0.018,0.071,0.018,0.071
2025-04-19,gumgaon,21.385,79.012,0.495,-0.272,0.21,0.406,0.095,-0.01,-0.022,0.359,8.5,290,0.958,0.019,-0.049,0.0,0.0
2025-04-25,gumgaon,21.385,79.012,0.535,-0.356,0.196,0.413,0.413,-0.037,-0.106,0.446,8.5,290,0.936,0.04,-0.084,0.0,0.0
2025-05-01,gumgaon,21.385,79.012,0.48,-0.265,0.203,0.38,0.154,-0.029,-0.015,0.388,8.5,290,0.944,-0.055,0.091,0.055,0.091
2025-05-07,gumgaon,21.385,79.012,0.476,-0.253,0.207,0.414,0.124,-0.029,-0.003,0.389,8.5,290,0.946,-0.004,0.012,0.004,0.012
2025-05-13,gumgaon,21.385,79.012,0.506,-0.295,0.207,0.42,0.132,-0.005,-0.045,0.398,8.5,290,0.945,0.03,-0.042,0.0,0.0
2025-05-19,gumgaon,21.385,79.012,0.47,-0.259,0.199,0.416,0.158,-0.034,-0.009,0.412,8.5,290,0.966,-0.036,0.036,0.036,0.036
2025-05-25,gumgaon,21.385,79.012,0.467,-0.204,0.225,0.375,0.131,-0.004,0.046,0.413,8.5,290,0.909,-0.003,0.055,0.003,0.055
2025-05-31,gumgaon,21.385,79.012,0.425,-0.179,0.208,0.336,0.31,-0.033,0.071,0.465,8.5,290,0.918,-0.042,0.025,0.042,0.025
2025-06-06,gumgaon,21.385,79.012,0.425,-0.226,0.184,0.336,0.132,0.018,0.024,0.428,8.5,290,0.935,0.0,-0.047,0.0,0.0
2025-06-12,gumgaon,21.385,79.012,0.43,-0.229,0.186,0.385,0.128,-0.019,0.021,0.434,8.5,290,0.96,0.005,-0.003,0.0,0.0
2025-06-18,gumgaon,21.385,79.012,0.494,-0.127,0.282,0.426,0.52,-0.053,0.123,0.54,8.5,290,0.943,0.064,0.102,0.0,0.102
2025-06-24,gumgaon,21.385,79.012,0.508,-0.062,0.325,0.406,0.538,-0.017,0.188,0.552,8.5,290,0.907,0.014,0.065,0.0,0.065
2025-06-30,gumgaon,21.385,79.012,0.552,-0.013,0.38,0.477,0.808,-0.054,0.237,0.627,8.5,290,0.945,0.044,0.049,0.0,0.049
2025-07-06,gumgaon,21.385,79.012,0.548,0.109,0.438,0.498,0.942,0.011,0.359,0.668,8.5,290,0.947,-0.004,0.122,0.004,0.122
2025-07-12,gumgaon,21.385,79.012,0.519,0.086,0.406,0.429,0.924,-0.021,0.336,0.671,8.5,290,0.897,-0.029,-0.023,0.029,0.0
2025-07-18,gumgaon,21.385,79.012,0.572,0.181,0.491,0.458,0.98,-0.01,0.431,0.692,8.5,290,0.919,0.053,0.095,0.0,0.095
2025-07-24,gumgaon,21.385,79.012,0.559,0.14,0.461,0.456,0.98,-0.002,0.39,0.7,8.5,290,0.937,-0.013,-0.041,0.013,0.0
2025-07-30,gumgaon,21.385,79.012,0.647,0.188,0.547,0.552,0.98,-0.02,0.438,0.708,8.5,290,0.901,0.088,0.048,0.0,0.048
2025-08-05,gumgaon,21.385,79.012,0.561,0.194,0.49,0.528,0.98,-0.026,0.444,0.715,8.5,290,0.913,-0.086,0.006,0.086,0.006
2025-08-11,gumgaon,21.385,79.012,0.557,0.173,0.476,0.477,0.98,-0.031,0.423,0.722,8.5,290,0.93,-0.004,-0.021,0.004,0.0
2025-08-17,gumgaon,21.385,79.012,0.533,0.195,0.471,0.467,0.98,-0.037,0.445,0.73,8.5,290,0.96,-0.024,0.022,0.024,0.022
2025-08-23,gumgaon,21.385,79.012,0.499,0.105,0.402,0.389,0.9,-0.003,0.355,0.718,8.5,290,0.889,-0.034,-0.09,0.034,0.0
2025-08-29,gumgaon,21.385,79.012,0.506,0.028,0.368,0.434,0.907,-0.053,0.278,0.727,8.5,290,0.967,0.007,-0.077,0.0,0.0
2025-09-04,gumgaon,21.385,79.012,0.507,-0.047,0.331,0.457,0.532,-0.006,0.203,0.641,8.5,290,0.965,0.001,-0.075,0.0,0.0
2025-09-10,gumgaon,21.385,79.012,0.452,-0.218,0.207,0.393,0.176,-0.024,0.032,0.559,8.5,290,0.898,-0.055,-0.171,0.055,0.0
