timestamp,mine_id,equipment_id,equipment_type,operating_hours,engine_temperature,vibration_rms,hydraulic_pressure,fuel_rate,utilization,availability,maintenance_age,fault_code,failure_event,vibration_zscore,temperature_anomaly,utilization_change,equipment_health_score
2025-06-01 04:00:00,gumgaon,DP-GUM-02,Heavy Haul Truck (35T),2384,95.0,3.24,170.8,41.6,74.4,82.4,384,NONE,0,0.55,2.9,0.0,64.2
2025-06-01 06:00:00,balaghat,DP-BAL-03,Heavy Haul Truck (35T),1450,85.0,2.37,169.6,41.6,79.1,86.9,450,NONE,0,-0.9,-7.1,0.0,81.9
2025-06-01 06:00:00,tirodi,DP-TIR-03,Heavy Haul Truck (35T),2613,92.5,3.4,153.8,41.3,68.8,81.4,113,NONE,0,0.81,0.4,0.0,60.3
2025-06-01 06:00:00,ukwa,DP-UKW-03,Heavy Haul Truck (35T),1158,92.5,2.26,171.1,38.0,74.9,88.0,158,NONE,0,-1.08,0.4,0.0,85.3
2025-06-01 06:00:00,dongri-buzurg,DP-DON-03,Heavy Haul Truck (35T),2821,92.5,3.12,158.0,46.7,76.6,81.3,321,NONE,0,0.35,0.4,0.0,61.6
2025-06-01 06:00:00,gumgaon,DP-GUM-03,Heavy Haul Truck (35T),2473,92.9,2.95,167.7,44.8,68.5,82.7,473,NONE,0,0.06,0.8,0.0,68.2
2025-06-01 08:00:00,ukwa,DP-UKW-04,Heavy Haul Truck (35T),816,86.8,2.3,170.6,41.6,74.2,89.0,316,NONE,0,-1.02,-5.3,0.0,89.8
2025-06-01 08:00:00,gumgaon,DP-GUM-04,Heavy Haul Truck (35T),3150,91.4,3.02,160.6,47.4,74.0,80.5,150,NONE,0,0.18,-0.7,0.0,59.1
2025-06-01 08:00:00,tirodi,DP-TIR-04,Heavy Haul Truck (35T),3843,97.6,3.67,150.1,48.3,71.7,77.1,343,WARN_THERMAL_DRIFT,0,1.26,5.5,0.0,38.8
2025-06-01 08:00:00,dongri-buzurg,DP-DON-04,Heavy Haul Truck (35T),1544,92.6,3.4,173.0,40.3,73.1,84.6,44,NONE,0,0.81,0.5,0.0,73.6
2025-06-01 08:00:00,balaghat,DP-BAL-04,Heavy Haul Truck (35T),1288,90.6,2.42,171.0,39.1,75.3,87.3,288,NONE,0,-0.82,-1.5,0.0,83.9
2025-06-01 10:00:00,tirodi,EX-TIR-01,Face Shovel Excavator,265,74.8,1.6,181.3,39.5,80.4,92.0,265,NONE,0,-1.86,-4.9,0.0,96.7
2025-06-01 10:00:00,dongri-buzurg,EX-DON-01,Face Shovel Excavator,4053,79.0,3.12,158.4,47.5,71.3,77.6,53,NONE,0,0.65,-0.7,0.0,43.8
2025-06-01 10:00:00,gumgaon,EX-GUM-01,Face Shovel Excavator,1650,78.6,2.23,175.4,44.6,79.7,86.6,150,NONE,0,-0.82,-1.1,0.0,79.4
2025-06-01 10:00:00,balaghat,EX-BAL-01,Face Shovel Excavator,1255,75.8,2.11,168.6,41.0,78.0,88.0,255,NONE,0,-1.02,-3.9,0.0,84.3
2025-06-01 10:00:00,ukwa,EX-UKW-01,Face Shovel Excavator,3146,75.4,2.41,162.0,45.3,78.2,81.7,146,NONE,0,-0.52,-4.3,0.0,60.7
2025-06-01 12:00:00,ukwa,EX-UKW-02,Face Shovel Excavator,2989,82.3,2.56,172.2,47.0,76.4,81.9,489,NONE,0,-0.28,2.6,0.0,61.5
2025-06-01 12:00:00,dongri-buzurg,EX-DON-02,Face Shovel Excavator,2591,77.0,2.32,162.1,45.7,79.1,83.6,91,NONE,0,-0.67,-2.7,0.0,67.6
2025-06-01 12:00:00,tirodi,EX-TIR-02,Face Shovel Excavator,4078,84.7,2.81,153.6,47.6,76.6,78.1,78,NONE,0,0.14,5.0,0.0,45.6
2025-06-01 12:00:00,balaghat,EX-BAL-02,Face Shovel Excavator,3934,78.2,2.63,162.3,48.4,76.8,78.9,434,NONE,0,-0.16,-1.5,0.0,50.8
2025-06-01 12:00:00,gumgaon,EX-GUM-02,Face Shovel Excavator,3079,81.9,2.46,169.0,46.5,78.6,81.8,79,NONE,0,-0.44,2.2,0.0,60.5
2025-06-01 14:00:00,tirodi,DR-TIR-01,Rotary Blast Drill,2762,72.9,2.22,172.2,44.2,71.3,83.3,262,NONE,0,-0.91,-6.1,0.0,65.5
2025-06-01 14:00:00,balaghat,DR-BAL-01,Rotary Blast Drill,3256,72.4,2.69,164.8,48.3,78.5,80.9,256,NONE,0,0.14,-6.6,0.0,58.1
2025-06-01 14:00:00,dongri-buzurg,DR-DON-01,Rotary Blast Drill,2444,78.0,2.52,162.3,44.4,80.9,83.6,444,NONE,0,-0.24,-1.0,0.0,69.4
2025-06-01 14:00:00,ukwa,DR-UKW-01,Rotary Blast Drill,2222,76.6,2.13,166.6,42.2,76.1,85.1,222,NONE,0,-1.11,-2.4,0.0,72.2
2025-06-01 14:00:00,gumgaon,DR-GUM-01,Rotary Blast Drill,1799,74.8,1.92,171.4,42.2,78.9,86.8,299,NONE,0,-1.57,-4.2,0.0,77.5
2025-06-01 16:00:00,gumgaon,DZ-GUM-01,Tracked Bulldozer,3756,78.0,3.31,159.3,49.0,69.1,78.1,256,NONE,0,1.09,-1.5,0.0,43.8
2025-06-01 16:00:00,dongri-buzurg,DZ-DON-01,Tracked Bulldozer,1966,78.5,1.91,171.3,43.4,80.5,86.3,466,NONE,0,-1.87,-1.0,0.0,75.4
2025-06-01 16:00:00,balaghat,DZ-BAL-01,Tracked Bulldozer,1804,72.4,1.89,163.1,41.0,78.1,86.8,304,NONE,0,-1.92,-7.1,0.0,77.4
2025-06-01 16:00:00,ukwa,DZ-UKW-01,Tracked Bulldozer,3819,76.1,2.87,168.6,48.5,71.3,78.8,319,NONE,0,0.16,-3.4,0.0,50.9
2025-06-01 16:00:00,tirodi,DZ-TIR-01,Tracked Bulldozer,3713,82.8,3.09,164.5,44.1,74.6,78.7,213,NONE,0,0.63,3.3,0.0,46.7
2025-06-01 18:00:00,balaghat,LD-BAL-01,Wheel Loader,2337,80.8,2.17,162.7,45.4,78.6,84.6,337,NONE,0,-1.19,1.9,0.0,69.9
2025-06-01 18:00:00,dongri-buzurg,LD-DON-01,Wheel Loader,1535,77.8,1.8,166.6,38.8,80.2,87.8,35,NONE,0,-1.99,-1.1,0.0,80.8
2025-06-01 18:00:00,ukwa,LD-UKW-01,Wheel Loader,3495,76.2,2.77,165.7,47.7,75.2,80.0,495,NONE,0,0.1,-2.7,0.0,55.5
2025-06-01 18:00:00,tirodi,LD-TIR-01,Wheel Loader,3041,77.4,3.39,166.3,44.1,73.6,80.1,41,NONE,0,1.44,-1.5,0.0,49.7
2025-06-01 18:00:00,gumgaon,LD-GUM-01,Wheel Loader,3781,81.6,3.07,173.5,46.8,75.0,78.5,281,NONE,0,0.75,2.7,0.0,45.1
2025-06-01 20:00:00,tirodi,CR-TIR-01,Primary Jaw Crusher,246,78.3,2.51,178.2,0.0,74.3,90.2,246,NONE,0,-1.53,-8.0,-6.4,96.9
2025-06-01 20:00:00,dongri-buzurg,CR-DON-01,Primary Jaw Crusher,2138,84.9,3.19,159.9,0.0,72.0,83.2,138,NONE,0,-0.4,-1.4,-2.8,73.3
2025-06-01 20:00:00,balaghat,CR-BAL-01,Primary Jaw Crusher,3344,88.4,3.43,167.7,0.0,75.2,79.1,344,NONE,0,-0.01,2.1,4.2,57.3
2025-06-01 20:00:00,ukwa,CR-UKW-01,Primary Jaw Crusher,993,84.5,2.59,178.6,0.0,79.9,87.8,493,NONE,0,-1.4,-1.8,-0.8,87.6
2025-06-01 20:00:00,gumgaon,CR-GUM-01,Primary Jaw Crusher,3168,90.9,4.05,168.4,0.0,73.4,78.4,168,NONE,0,1.02,4.6,2.0,49.7
2025-06-01 22:00:00,gumgaon,DP-GUM-01,Heavy Haul Truck (35T),3790,96.9,3.14,162.9,44.8,75.7,78.4,290,WARN_THERMAL_DRIFT,0,0.38,4.8,1.1,47.2
2025-06-01 22:00:00,ukwa,DP-UKW-01,Heavy Haul Truck (35T),3151,93.8,2.94,164.6,45.9,70.2,80.7,151,NONE,0,0.05,1.7,-4.6,59.4
2025-06-01 22:00:00,tirodi,DP-TIR-01,Heavy Haul Truck (35T),987,85.6,1.99,175.7,41.4,81.2,89.1,487,NONE,0,-1.53,-6.5,4.9,87.7
2025-06-01 22:00:00,balaghat,DP-BAL-01,Heavy Haul Truck (35T),3679,95.1,2.96,157.4,49.0,73.8,79.0,179,WARN_THERMAL_DRIFT,0,0.08,3.0,2.1,52.0
2025-06-01 22:00:00,dongri-buzurg,DP-DON-01,Heavy Haul Truck (35T),875,88.6,1.97,165.8,41.5,81.3,89.4,375,NONE,0,-1.56,-3.5,5.8,89.1
2025-06-02 00:00:00,gumgaon,DP-GUM-02,Heavy Haul Truck (35T),2404,91.5,2.67,168.9,44.6,73.2,83.4,404,NONE,0,-0.4,-0.6,-1.2,70.0
2025-06-02 00:00:00,ukwa,DP-UKW-02,Heavy Haul Truck (35T),3939,96.2,3.33,160.8,49.9,73.7,77.5,439,WARN_THERMAL_DRIFT,0,0.7,4.1,1.5,43.0
2025-06-02 00:00:00,tirodi,DP-TIR-02,Heavy Haul Truck (35T),941,96.4,2.91,167.7,37.5,76.2,87.4,441,WARN_THERMAL_DRIFT,0,-0.0,4.3,0.0,86.3
2025-06-02 00:00:00,balaghat,DP-BAL-02,Heavy Haul Truck (35T),1034,88.2,2.36,173.9,39.3,80.9,88.2,34,NONE,0,-0.92,-3.9,5.5,87.1
2025-06-02 00:00:00,dongri-buzurg,DP-DON-02,Heavy Haul Truck (35T),491,90.9,2.2,181.8,38.8,74.5,90.1,491,NONE,0,-1.18,-1.2,-7.8,93.9
2025-06-02 02:00:00,tirodi,DP-TIR-03,Heavy Haul Truck (35T),2633,91.7,3.13,160.6,44.5,69.4,81.8,133,NONE,0,0.36,-0.4,0.6,64.0
2025-06-02 02:00:00,ukwa,DP-UKW-03,Heavy Haul Truck (35T),1178,94.4,3.17,172.8,40.8,72.3,86.1,178,NONE,0,0.43,2.3,-2.6,80.6
2025-06-02 02:00:00,dongri-buzurg,DP-DON-03,Heavy Haul Truck (35T),2841,94.9,2.77,164.5,46.6,79.8,81.9,341,NONE,0,-0.24,2.8,3.2,63.2
2025-06-02 02:00:00,gumgaon,DP-GUM-03,Heavy Haul Truck (35T),2493,92.4,3.64,172.5,43.3,69.4,81.2,493,NONE,0,1.21,0.3,0.9,58.4
2025-06-02 02:00:00,balaghat,DP-BAL-03,Heavy Haul Truck (35T),1470,87.5,2.54,172.3,39.2,79.6,86.5,470,NONE,0,-0.62,-4.6,0.5,81.6
2025-06-02 04:00:00,tirodi,DP-TIR-04,Heavy Haul Truck (35T),3863,89.9,2.99,157.4,45.8,72.7,78.4,363,NONE,0,0.13,-2.2,1.0,50.6
2025-06-02 04:00:00,balaghat,DP-BAL-04,Heavy Haul Truck (35T),1308,92.1,2.57,181.2,42.8,86.6,86.9,308,NONE,0,-0.57,-0.0,11.3,83.6
2025-06-02 04:00:00,gumgaon,DP-GUM-04,Heavy Haul Truck (35T),3170,91.8,2.8,162.8,48.5,71.1,80.9,170,NONE,0,-0.19,-0.3,-2.9,60.4
2025-06-02 04:00:00,ukwa,DP-UKW-04,Heavy Haul Truck (35T),836,97.0,2.65,176.0,37.8,78.6,88.2,336,WARN_THERMAL_DRIFT,0,-0.43,4.9,4.4,87.3
2025-06-02 04:00:00,dongri-buzurg,DP-DON-04,Heavy Haul Truck (35T),1564,85.6,2.85,168.7,42.2,79.1,85.6,64,NONE,0,-0.1,-6.5,6.0,80.4
2025-06-02 06:00:00,balaghat,EX-BAL-01,Face Shovel Excavator,1275,72.7,1.88,174.1,39.9,78.6,88.4,275,NONE,0,-1.4,-7.0,0.6,84.1
2025-06-02 06:00:00,ukwa,EX-UKW-01,Face Shovel Excavator,3166,74.9,2.41,157.7,44.7,74.7,81.7,166,NONE,0,-0.52,-4.8,-3.5,60.4
2025-06-02 06:00:00,dongri-buzurg,EX-DON-01,Face Shovel Excavator,4073,75.5,3.16,154.7,45.8,78.2,77.5,73,NONE,0,0.71,-4.2,6.9,43.1
2025-06-02 06:00:00,tirodi,EX-TIR-01,Face Shovel Excavator,285,76.9,1.39,184.2,37.1,81.8,92.4,285,NONE,0,-2.21,-2.8,1.4,96.4
2025-06-02 06:00:00,gumgaon,EX-GUM-01,Face Shovel Excavator,1670,71.7,1.97,158.0,44.3,82.0,87.0,170,NONE,0,-1.25,-8.0,2.3,79.1
2025-06-02 08:00:00,gumgaon,EX-GUM-02,Face Shovel Excavator,3099,74.9,2.6,164.6,48.3,75.8,81.5,99,NONE,0,-0.21,-4.8,-2.8,61.3
2025-06-02 08:00:00,tirodi,EX-TIR-02,Face Shovel Excavator,4098,83.9,2.71,155.8,48.1,77.2,78.3,98,NONE,0,-0.03,4.2,0.6,46.9
2025-06-02 08:00:00,ukwa,EX-UKW-02,Face Shovel Excavator,3009,82.7,2.78,154.6,42.8,74.0,81.4,9,NONE,0,0.09,3.0,-2.4,60.3
2025-06-02 08:00:00,dongri-buzurg,EX-DON-02,Face Shovel Excavator,2611,74.6,2.37,164.8,41.4,81.3,83.4,111,NONE,0,-0.59,-5.1,2.2,67.4
2025-06-02 08:00:00,balaghat,EX-BAL-02,Face Shovel Excavator,3954,79.5,2.91,162.0,47.0,72.5,78.3,454,NONE,0,0.3,-0.2,-4.3,48.0
2025-06-02 10:00:00,tirodi,DR-TIR-01,Rotary Blast Drill,2782,82.9,2.47,160.8,45.7,75.8,82.7,282,NONE,0,-0.35,3.9,4.5,63.5
2025-06-02 10:00:00,ukwa,DR-UKW-01,Rotary Blast Drill,2242,82.3,2.43,164.4,45.7,79.1,84.4,242,NONE,0,-0.44,3.3,3.0,70.5
2025-06-02 10:00:00,gumgaon,DR-GUM-01,Rotary Blast Drill,1819,77.2,2.29,163.1,41.9,82.9,86.0,319,NONE,0,-0.75,-1.8,4.0,77.3
2025-06-02 10:00:00,balaghat,DR-BAL-01,Rotary Blast Drill,3276,80.7,2.41,159.6,48.4,75.6,81.4,276,NONE,0,-0.48,1.7,-2.9,58.3
2025-06-02 10:00:00,dongri-buzurg,DR-DON-01,Rotary Blast Drill,2464,82.3,2.25,166.9,42.8,75.7,84.1,464,NONE,0,-0.84,3.3,-5.2,67.7
2025-06-02 12:00:00,tirodi,DZ-TIR-01,Tracked Bulldozer,3733,85.2,2.68,169.7,46.6,74.4,79.4,233,NONE,0,-0.24,5.7,-0.2,50.8
2025-06-02 12:00:00,gumgaon,DZ-GUM-01,Tracked Bulldozer,3776,83.1,3.17,158.7,48.0,70.1,78.3,276,NONE,0,0.79,3.6,1.0,44.5
2025-06-02 12:00:00,balaghat,DZ-BAL-01,Tracked Bulldozer,1824,81.8,2.52,172.5,44.2,80.8,85.5,324,NONE,0,-0.58,2.3,2.7,76.2
2025-06-02 12:00:00,ukwa,DZ-UKW-01,Tracked Bulldozer,3839,76.0,2.97,159.4,49.9,72.4,78.5,339,NONE,0,0.37,-3.5,1.1,48.9
2025-06-02 12:00:00,dongri-buzurg,DZ-DON-01,Tracked Bulldozer,1986,72.3,2.37,176.4,41.1,77.3,85.3,486,NONE,0,-0.9,-7.2,-3.2,75.2
2025-06-02 14:00:00,dongri-buzurg,LD-DON-01,Wheel Loader,1555,78.3,2.23,172.0,38.9,74.5,86.9,55,NONE,0,-1.06,-0.6,-5.7,80.6
2025-06-02 14:00:00,tirodi,LD-TIR-01,Wheel Loader,3061,81.2,2.54,174.9,47.1,78.0,81.7,61,NONE,0,-0.39,2.3,4.4,60.7
2025-06-02 14:00:00,balaghat,LD-BAL-01,Wheel Loader,2357,81.0,2.95,164.7,42.0,73.7,83.0,357,NONE,0,0.49,2.1,-4.9,65.4
2025-06-02 14:00:00,ukwa,LD-UKW-01,Wheel Loader,3515,81.4,2.63,165.4,48.0,79.0,80.2,15,NONE,0,-0.2,2.5,3.8,54.9
2025-06-02 14:00:00,gumgaon,LD-GUM-01,Wheel Loader,3801,71.2,2.69,161.4,46.0,80.8,79.2,301,NONE,0,-0.07,-7.7,5.8,52.5
2025-06-02 16:00:00,dongri-buzurg,CR-DON-01,Primary Jaw Crusher,2158,85.3,3.26,171.3,0.0,70.0,83.0,158,NONE,0,-0.29,-1.0,-2.0,73.0
2025-06-02 16:00:00,ukwa,CR-UKW-01,Primary Jaw Crusher,1013,81.0,2.8,182.4,0.0,77.1,87.4,13,NONE,0,-1.05,-5.3,-2.8,87.3
2025-06-02 16:00:00,tirodi,CR-TIR-01,Primary Jaw Crusher,266,79.1,2.5,180.7,0.0,76.2,90.2,266,NONE,0,-1.55,-7.2,1.9,96.7
2025-06-02 16:00:00,balaghat,CR-BAL-01,Primary Jaw Crusher,3364,88.3,3.63,164.5,0.0,71.7,78.6,364,NONE,0,0.33,2.0,-3.5,54.2
2025-06-02 16:00:00,gumgaon,CR-GUM-01,Primary Jaw Crusher,3188,87.6,3.71,164.2,0.0,70.6,79.0,188,NONE,0,0.46,1.3,-2.8,55.7
2025-06-02 18:00:00,balaghat,DP-BAL-01,Heavy Haul Truck (35T),3699,92.4,3.15,159.5,45.9,73.0,78.6,199,NONE,0,0.4,0.3,-0.8,50.2
2025-06-02 18:00:00,gumgaon,DP-GUM-01,Heavy Haul Truck (35T),3810,94.7,2.99,159.1,45.5,70.5,78.6,310,NONE,0,0.13,2.6,-5.2,50.1
2025-06-02 18:00:00,ukwa,DP-UKW-01,Heavy Haul Truck (35T),3171,93.5,4.23,162.2,46.7,63.2,78.0,171,NONE,0,2.19,1.4,-7.0,41.1
2025-06-02 18:00:00,tirodi,DP-TIR-01,Heavy Haul Truck (35T),1007,92.7,2.49,180.2,40.6,76.7,88.0,7,NONE,0,-0.7,0.6,-4.5,87.1
2025-06-02 18:00:00,dongri-buzurg,DP-DON-01,Heavy Haul Truck (35T),895,86.8,1.93,174.2,38.9,84.1,89.5,395,NONE,0,-1.63,-5.3,2.8,88.8
2025-06-02 20:00:00,ukwa,DP-UKW-02,Heavy Haul Truck (35T),3959,95.7,3.34,163.3,44.9,74.1,77.4,459,WARN_THERMAL_DRIFT,0,0.71,3.6,0.4,42.9
2025-06-02 20:00:00,dongri-buzurg,DP-DON-02,Heavy Haul Truck (35T),511,93.8,2.71,175.8,39.8,71.2,89.0,11,NONE,0,-0.33,1.7,-3.3,92.8
2025-06-02 20:00:00,tirodi,DP-TIR-02,Heavy Haul Truck (35T),961,86.2,3.01,159.6,38.0,72.6,87.1,461,NONE,0,0.16,-5.9,-3.6,86.6
2025-06-02 20:00:00,balaghat,DP-BAL-02,Heavy Haul Truck (35T),1054,93.9,3.12,164.6,41.7,74.7,86.6,54,NONE,0,0.35,1.8,-6.2,83.0
2025-06-02 20:00:00,gumgaon,DP-GUM-02,Heavy Haul Truck (35T),2424,87.9,2.47,170.5,41.5,77.3,83.8,424,NONE,0,-0.73,-4.2,4.1,69.7
2025-06-02 22:00:00,gumgaon,DP-GUM-03,Heavy Haul Truck (35T),2513,93.9,3.56,162.5,44.1,71.4,81.3,13,NONE,0,1.08,1.8,2.0,58.6
2025-06-02 22:00:00,balaghat,DP-BAL-03,Heavy Haul Truck (35T),1490,94.2,3.45,172.5,40.4,67.5,84.6,490,NONE,0,0.89,2.1,-12.1,72.9
2025-06-02 22:00:00,tirodi,DP-TIR-03,Heavy Haul Truck (35T),2653,97.2,3.47,176.8,46.0,73.1,81.1,153,WARN_THERMAL_DRIFT,0,0.93,5.1,3.7,56.6
2025-06-02 22:00:00,dongri-buzurg,DP-DON-03,Heavy Haul Truck (35T),2861,86.6,2.8,159.7,45.2,75.8,81.8,361,NONE,0,-0.19,-5.5,-4.0,64.2
2025-06-02 22:00:00,ukwa,DP-UKW-03,Heavy Haul Truck (35T),1198,95.0,2.81,172.4,43.1,73.0,86.8,198,NONE,0,-0.17,2.9,0.7,83.7
2025-06-03 00:00:00,gumgaon,DP-GUM-04,Heavy Haul Truck (35T),3190,97.3,2.92,156.7,47.0,74.5,80.6,190,WARN_THERMAL_DRIFT,0,0.01,5.2,3.4,57.7
2025-06-03 00:00:00,tirodi,DP-TIR-04,Heavy Haul Truck (35T),3883,91.3,3.05,161.0,47.3,73.2,78.3,383,NONE,0,0.23,-0.8,0.5,49.5
2025-06-03 00:00:00,ukwa,DP-UKW-04,Heavy Haul Truck (35T),856,87.3,2.0,177.3,42.2,79.6,89.4,356,NONE,0,-1.51,-4.8,1.0,89.3
2025-06-03 00:00:00,dongri-buzurg,DP-DON-04,Heavy Haul Truck (35T),1584,92.6,2.48,174.6,41.4,73.6,86.3,84,NONE,0,-0.72,0.5,-5.5,80.0
2025-06-03 00:00:00,balaghat,DP-BAL-04,Heavy Haul Truck (35T),1328,89.6,2.21,171.2,41.2,77.5,87.6,328,NONE,0,-1.17,-2.5,-9.1,83.4
2025-06-03 02:00:00,tirodi,EX-TIR-01,Face Shovel Excavator,305,72.9,1.49,188.4,36.2,78.0,92.1,305,NONE,0,-2.04,-6.8,-3.8,96.2
2025-06-03 02:00:00,gumgaon,EX-GUM-01,Face Shovel Excavator,1690,76.7,2.46,168.1,43.1,71.0,86.0,190,NONE,0,-0.44,-3.0,-11.0,78.9
2025-06-03 02:00:00,ukwa,EX-UKW-01,Face Shovel Excavator,3186,87.7,3.06,157.5,44.4,73.2,80.3,186,NONE,0,0.55,8.0,-1.5,51.9
2025-06-03 02:00:00,balaghat,EX-BAL-01,Face Shovel Excavator,1295,76.3,1.73,175.2,39.6,80.2,88.7,295,NONE,0,-1.65,-3.4,1.6,83.8
2025-06-03 02:00:00,dongri-buzurg,EX-DON-01,Face Shovel Excavator,4093,76.5,2.76,158.7,46.4,74.2,78.2,93,NONE,0,0.05,-3.2,-4.0,48.4
2025-06-03 04:00:00,tirodi,EX-TIR-02,Face Shovel Excavator,4118,81.5,2.96,153.0,48.7,79.6,77.7,118,NONE,0,0.38,1.8,2.4,44.5
2025-06-03 04:00:00,balaghat,EX-BAL-02,Face Shovel Excavator,3974,78.2,3.08,164.0,48.9,78.3,77.9,474,NONE,0,0.58,-1.5,5.8,45.4
2025-06-03 04:00:00,ukwa,EX-UKW-02,Face Shovel Excavator,3029,83.7,2.57,165.6,47.0,80.7,81.8,29,NONE,0,-0.26,4.0,6.7,60.3
2025-06-03 04:00:00,dongri-buzurg,EX-DON-02,Face Shovel Excavator,2631,75.8,3.5,170.6,44.8,71.7,81.1,131,NONE,0,1.28,-3.9,-9.6,56.2
2025-06-03 04:00:00,gumgaon,EX-GUM-02,Face Shovel Excavator,3119,79.9,2.61,164.3,45.4,77.0,81.4,119,NONE,0,-0.19,0.2,1.2,60.9
2025-06-03 06:00:00,tirodi,DR-TIR-01,Rotary Blast Drill,2802,79.3,2.37,164.1,44.6,81.9,82.9,302,NONE,0,-0.57,0.3,6.1,64.8
2025-06-03 06:00:00,ukwa,DR-UKW-01,Rotary Blast Drill,2262,78.2,2.1,168.1,44.6,78.0,85.0,262,NONE,0,-1.17,-0.8,-1.1,71.7
2025-06-03 06:00:00,dongri-buzurg,DR-DON-01,Rotary Blast Drill,2484,74.6,2.49,154.9,46.9,75.9,83.6,484,NONE,0,-0.3,-4.4,0.2,69.0
2025-06-03 06:00:00,balaghat,DR-BAL-01,Rotary Blast Drill,3296,74.8,2.79,159.1,47.9,75.7,80.5,296,NONE,0,0.37,-4.2,0.1,55.7
2025-06-03 06:00:00,gumgaon,DR-GUM-01,Rotary Blast Drill,1839,78.3,3.8,165.9,39.5,74.8,82.9,339,NONE,0,2.62,-0.7,-8.1,54.7
2025-06-03 08:00:00,balaghat,DZ-BAL-01,Tracked Bulldozer,1844,82.5,2.02,175.1,39.5,74.3,86.4,344,NONE,0,-1.64,3.0,-6.5,75.6
2025-06-03 08:00:00,gumgaon,DZ-GUM-01,Tracked Bulldozer,3796,82.0,2.77,158.3,46.1,72.3,79.1,296,NONE,0,-0.05,2.5,2.2,51.4
2025-06-03 08:00:00,dongri-buzurg,DZ-DON-01,Tracked Bulldozer,2006,83.5,2.77,179.8,43.5,74.2,84.4,6,NONE,0,-0.05,4.0,-3.1,73.1
2025-06-03 08:00:00,ukwa,DZ-UKW-01,Tracked Bulldozer,3859,78.4,2.8,164.2,44.3,77.4,78.8,359,NONE,0,0.01,-1.1,5.0,51.7
2025-06-03 08:00:00,tirodi,DZ-TIR-01,Tracked Bulldozer,3753,75.2,2.97,166.0,44.5,72.4,78.8,253,NONE,0,0.37,-4.3,-2.0,49.9
2025-06-03 10:00:00,gumgaon,LD-GUM-01,Wheel Loader,3821,76.5,2.68,152.0,46.7,77.4,79.2,321,NONE,0,-0.09,-2.4,-3.4,52.2
2025-06-03 10:00:00,balaghat,LD-BAL-01,Wheel Loader,2377,78.6,2.47,170.8,43.0,74.1,83.9,377,NONE,0,-0.55,-0.3,0.4,70.3
