date,mine_id,rainfall_mm,rainfall_7d_mm,rainfall_anomaly,water_risk_index,soil_saturation_index,monsoon_intensity,cumulative_monsoon_rain
2025-01-14,gumgaon,0.0,4.0,-1.0,0.03,0.05,0.0,4.3
2025-01-14,balaghat,0.0,1.4,-1.0,0.03,0.05,0.0,3.2
2025-01-15,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,4.0
2025-01-15,dongri-buzurg,0.0,1.7,-1.0,0.03,0.05,0.0,2.0
2025-01-15,gumgaon,0.0,4.0,-1.0,0.03,0.05,0.0,4.3
2025-01-15,tirodi,0.0,1.7,-1.0,0.03,0.05,0.0,3.8
2025-01-15,balaghat,0.0,1.4,-1.0,0.03,0.05,0.0,3.2
2025-01-16,tirodi,0.0,1.7,-1.0,0.03,0.05,0.0,3.8
2025-01-16,dongri-buzurg,0.0,1.7,-1.0,0.03,0.05,0.0,2.0
2025-01-16,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,4.0
2025-01-16,balaghat,0.0,1.4,-1.0,0.03,0.05,0.0,3.2
2025-01-16,gumgaon,0.0,4.0,-1.0,0.03,0.05,0.0,4.3
2025-01-17,dongri-buzurg,0.0,1.7,-1.0,0.03,0.05,0.0,2.0
2025-01-17,tirodi,0.0,1.3,-1.0,0.03,0.05,0.0,3.8
2025-01-17,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,4.0
2025-01-17,gumgaon,0.0,1.3,-1.0,0.03,0.05,0.0,4.3
2025-01-17,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,3.2
2025-01-18,tirodi,0.0,0.4,-1.0,0.03,0.05,0.0,3.8
2025-01-18,gumgaon,0.0,1.3,-1.0,0.03,0.05,0.0,4.3
2025-01-18,ukwa,0.2,0.2,-0.92,0.031,0.05,0.0,4.2
2025-01-18,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05,0.0,2.0
2025-01-18,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,3.2
2025-01-19,dongri-buzurg,0.0,0.2,-1.0,0.03,0.05,0.0,2.0
2025-01-19,tirodi,0.0,0.4,-1.0,0.03,0.05,0.0,3.8
2025-01-19,gumgaon,0.0,0.5,-1.0,0.03,0.05,0.0,4.3
2025-01-19,ukwa,0.0,0.2,-1.0,0.03,0.05,0.0,4.2
2025-01-19,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,3.2
2025-01-20,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,3.2
2025-01-20,tirodi,0.1,0.5,-0.96,0.03,0.05,0.0,3.9
2025-01-20,ukwa,0.0,0.2,-1.0,0.03,0.05,0.0,4.2
2025-01-20,dongri-buzurg,0.0,0.2,-1.0,0.03,0.05,0.0,2.0
2025-01-20,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,4.3
2025-01-21,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,3.2
2025-01-21,tirodi,0.0,0.1,-1.0,0.03,0.05,0.0,3.9
2025-01-21,ukwa,0.0,0.2,-1.0,0.03,0.05,0.0,4.2
2025-01-21,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,4.3
2025-01-21,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,2.0
2025-01-22,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,3.2
2025-01-22,ukwa,0.0,0.2,-1.0,0.03,0.05,0.0,4.2
2025-01-22,tirodi,0.0,0.1,-1.0,0.03,0.05,0.0,3.9
2025-01-22,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,4.3
2025-01-22,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,2.0
2025-01-23,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,2.0
2025-01-23,ukwa,0.0,0.2,-1.0,0.03,0.05,0.0,4.2
2025-01-23,gumgaon,0.1,0.1,-0.97,0.03,0.05,0.0,4.4
2025-01-23,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,3.2
2025-01-23,tirodi,1.4,1.5,-0.42,0.036,0.05,0.0,5.3
2025-01-24,tirodi,0.0,1.5,-1.0,0.03,0.05,0.0,5.3
2025-01-24,gumgaon,0.0,0.1,-1.0,0.03,0.05,0.0,4.4
2025-01-24,ukwa,0.0,0.2,-1.0,0.03,0.05,0.0,4.2
2025-01-24,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,2.0
2025-01-24,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,3.2
2025-01-25,tirodi,0.0,1.5,-1.0,0.03,0.05,0.0,5.3
2025-01-25,gumgaon,0.0,0.1,-1.0,0.03,0.05,0.0,4.4
2025-01-25,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,2.0
2025-01-25,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,4.2
2025-01-25,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,3.2
2025-01-26,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,2.0
2025-01-26,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,3.2
2025-01-26,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,4.2
2025-01-26,tirodi,0.0,1.5,-1.0,0.03,0.05,0.0,5.3
2025-01-26,gumgaon,0.2,0.3,-0.93,0.031,0.05,0.0,4.6
2025-01-27,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,3.2
2025-01-27,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,2.0
2025-01-27,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,4.2
2025-01-27,tirodi,0.0,1.4,-1.0,0.03,0.05,0.0,5.3
2025-01-27,gumgaon,0.0,0.3,-1.0,0.03,0.05,0.0,4.6
2025-01-28,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,3.2
2025-01-28,dongri-buzurg,0.4,0.4,-0.86,0.032,0.05,0.0,2.4
2025-01-28,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,4.2
2025-01-28,tirodi,0.0,1.4,-1.0,0.03,0.05,0.0,5.3
2025-01-28,gumgaon,0.0,0.3,-1.0,0.03,0.05,0.0,4.6
2025-01-29,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,4.2
2025-01-29,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05,0.0,2.4
2025-01-29,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,3.2
2025-01-29,tirodi,0.0,1.4,-1.0,0.03,0.05,0.0,5.3
2025-01-29,gumgaon,0.9,1.2,-0.7,0.034,0.05,0.0,5.5
2025-01-30,gumgaon,0.0,1.1,-1.0,0.03,0.05,0.0,5.5
2025-01-30,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,4.2
2025-01-30,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,3.2
2025-01-30,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,5.3
2025-01-30,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05,0.0,2.4
2025-01-31,gumgaon,0.0,1.1,-1.0,0.03,0.05,0.0,5.5
2025-01-31,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,5.3
2025-01-31,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,4.2
2025-01-31,balaghat,2.7,2.7,-0.25,0.041,0.05,0.0,5.9
2025-01-31,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05,0.0,2.4
2025-02-01,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05,0.0,2.4
2025-02-01,balaghat,0.0,2.7,-1.0,0.03,0.05,0.0,5.9
2025-02-01,gumgaon,0.7,1.8,-0.77,0.033,0.05,0.0,6.2
2025-02-01,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,5.3
2025-02-01,ukwa,4.0,4.0,0.54,0.046,0.05,0.0,8.2
2025-02-02,gumgaon,0.0,1.6,-1.0,0.03,0.05,0.0,6.2
2025-02-02,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,5.3
2025-02-02,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05,0.0,2.4
2025-02-02,balaghat,0.0,2.7,-1.0,0.03,0.05,0.0,5.9
2025-02-02,ukwa,0.0,4.0,-1.0,0.03,0.05,0.0,8.2
2025-02-03,gumgaon,0.9,2.5,-0.7,0.034,0.05,0.0,7.1
2025-02-03,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05,0.0,2.4
2025-02-03,ukwa,0.0,4.0,-1.0,0.03,0.05,0.0,8.2
2025-02-03,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,5.3
2025-02-03,balaghat,0.0,2.7,-1.0,0.03,0.05,0.0,5.9
2025-02-04,gumgaon,0.0,2.5,-1.0,0.03,0.05,0.0,7.1
2025-02-04,ukwa,0.0,4.0,-1.0,0.03,0.05,0.0,8.2
2025-02-04,balaghat,0.0,2.7,-1.0,0.03,0.05,0.0,5.9
2025-02-04,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,5.3
2025-02-04,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,2.4
2025-02-05,gumgaon,0.0,1.6,-1.0,0.03,0.05,0.0,7.1
2025-02-05,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,2.4
2025-02-05,ukwa,0.0,4.0,-1.0,0.03,0.05,0.0,8.2
2025-02-05,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,5.3
2025-02-05,balaghat,0.0,2.7,-1.0,0.03,0.05,0.0,5.9
2025-02-06,gumgaon,0.0,1.6,-1.0,0.03,0.05,0.0,7.1
2025-02-06,dongri-buzurg,0.4,0.4,-0.86,0.032,0.05,0.0,2.8
2025-02-06,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,5.3
2025-02-06,ukwa,0.0,4.0,-1.0,0.03,0.05,0.0,8.2
2025-02-06,balaghat,0.0,2.7,-1.0,0.03,0.05,0.0,5.9
2025-02-07,gumgaon,0.0,1.6,-1.0,0.03,0.05,0.0,7.1
2025-02-07,ukwa,2.4,6.4,-0.08,0.04,0.05,0.0,10.6
2025-02-07,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05,0.0,2.8
2025-02-07,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,5.9
2025-02-07,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,5.3
2025-02-08,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,5.3
2025-02-08,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,5.9
2025-02-08,gumgaon,0.0,0.9,-1.0,0.03,0.05,0.0,7.1
2025-02-08,dongri-buzurg,0.8,1.2,-0.71,0.033,0.05,0.0,3.6
2025-02-08,ukwa,0.0,2.4,-1.0,0.03,0.05,0.0,10.6
2025-02-09,dongri-buzurg,0.0,1.2,-1.0,0.03,0.05,0.0,3.6
2025-02-09,gumgaon,0.0,0.9,-1.0,0.03,0.05,0.0,7.1
2025-02-09,balaghat,0.2,0.2,-0.94,0.031,0.05,0.0,6.1
2025-02-09,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,5.3
2025-02-09,ukwa,0.0,2.4,-1.0,0.03,0.05,0.0,10.6
2025-02-10,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,7.1
2025-02-10,balaghat,0.0,0.2,-1.0,0.03,0.05,0.0,6.1
2025-02-10,ukwa,0.0,2.4,-1.0,0.03,0.05,0.0,10.6
2025-02-10,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,5.3
2025-02-10,dongri-buzurg,0.8,2.0,-0.71,0.033,0.05,0.0,4.4
2025-02-11,balaghat,0.0,0.2,-1.0,0.03,0.05,0.0,6.1
2025-02-11,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,7.1
2025-02-11,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,5.3
2025-02-11,dongri-buzurg,0.0,2.0,-1.0,0.03,0.05,0.0,4.4
2025-02-11,ukwa,0.0,2.4,-1.0,0.03,0.05,0.0,10.6
2025-02-12,balaghat,0.0,0.2,-1.0,0.03,0.05,0.0,6.1
2025-02-12,dongri-buzurg,0.0,2.0,-1.0,0.03,0.05,0.0,4.4
2025-02-12,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,5.3
2025-02-12,ukwa,0.0,2.4,-1.0,0.03,0.05,0.0,10.6
2025-02-12,gumgaon,0.4,0.4,-0.87,0.032,0.05,0.0,7.5
2025-02-13,gumgaon,1.2,1.6,-0.6,0.035,0.05,0.0,8.7
2025-02-13,ukwa,0.0,2.4,-1.0,0.03,0.05,0.0,10.6
2025-02-13,balaghat,0.0,0.2,-1.0,0.03,0.05,0.0,6.1
2025-02-13,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,5.3
2025-02-13,dongri-buzurg,0.0,1.6,-1.0,0.03,0.05,0.0,4.4
2025-02-14,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,10.6
2025-02-14,balaghat,0.0,0.2,-1.0,0.03,0.05,0.0,6.1
2025-02-14,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,5.3
2025-02-14,dongri-buzurg,0.0,1.6,-1.0,0.03,0.05,0.0,4.4
2025-02-14,gumgaon,0.0,1.6,-1.0,0.03,0.05,0.0,8.7
2025-02-15,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,5.3
2025-02-15,balaghat,1.2,1.4,-0.67,0.035,0.05,0.0,7.3
2025-02-15,dongri-buzurg,0.0,0.8,-1.0,0.03,0.05,0.0,4.4
2025-02-15,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,10.6
2025-02-15,gumgaon,0.0,1.6,-1.0,0.03,0.05,0.0,8.7
2025-02-16,gumgaon,0.4,2.0,-0.87,0.032,0.05,0.0,9.1
2025-02-16,dongri-buzurg,1.2,2.0,-0.57,0.035,0.05,0.0,5.6
2025-02-16,balaghat,1.8,3.0,-0.5,0.037,0.05,0.0,9.1
2025-02-16,ukwa,0.0,0.0,-1.0,0.03,0.05,0.0,10.6
2025-02-16,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,5.3
2025-02-17,dongri-buzurg,0.0,1.2,-1.0,0.03,0.05,0.0,5.6
2025-02-17,balaghat,0.0,3.0,-1.0,0.03,0.05,0.0,9.1
2025-02-17,gumgaon,0.0,2.0,-1.0,0.03,0.05,0.0,9.1
2025-02-17,ukwa,0.1,0.1,-0.96,0.03,0.05,0.0,10.7
2025-02-17,tirodi,0.8,0.8,-0.67,0.033,0.05,0.0,6.1
2025-02-18,ukwa,0.0,0.1,-1.0,0.03,0.05,0.0,10.7
2025-02-18,dongri-buzurg,0.0,1.2,-1.0,0.03,0.05,0.0,5.6
2025-02-18,balaghat,0.1,3.1,-0.97,0.03,0.05,0.0,9.2
2025-02-18,gumgaon,0.0,2.0,-1.0,0.03,0.05,0.0,9.1
2025-02-18,tirodi,0.0,0.8,-1.0,0.03,0.05,0.0,6.1
2025-02-19,balaghat,0.0,3.1,-1.0,0.03,0.05,0.0,9.2
2025-02-19,gumgaon,0.0,1.6,-1.0,0.03,0.05,0.0,9.1
2025-02-19,dongri-buzurg,0.0,1.2,-1.0,0.03,0.05,0.0,5.6
2025-02-19,tirodi,0.0,0.8,-1.0,0.03,0.05,0.0,6.1
2025-02-19,ukwa,0.0,0.1,-1.0,0.03,0.05,0.0,10.7
2025-02-20,ukwa,0.0,0.1,-1.0,0.03,0.05,0.0,10.7
2025-02-20,tirodi,0.0,0.8,-1.0,0.03,0.05,0.0,6.1
2025-02-20,dongri-buzurg,0.0,1.2,-1.0,0.03,0.05,0.0,5.6
2025-02-20,gumgaon,0.0,0.4,-1.0,0.03,0.05,0.0,9.1
2025-02-20,balaghat,0.0,3.1,-1.0,0.03,0.05,0.0,9.2
2025-02-21,tirodi,0.0,0.8,-1.0,0.03,0.05,0.0,6.1
2025-02-21,balaghat,0.0,3.1,-1.0,0.03,0.05,0.0,9.2
2025-02-21,ukwa,0.0,0.1,-1.0,0.03,0.05,0.0,10.7
2025-02-21,gumgaon,0.0,0.4,-1.0,0.03,0.05,0.0,9.1
2025-02-21,dongri-buzurg,0.0,1.2,-1.0,0.03,0.05,0.0,5.6
2025-02-22,balaghat,0.0,1.9,-1.0,0.03,0.05,0.0,9.2
2025-02-22,dongri-buzurg,0.0,1.2,-1.0,0.03,0.05,0.0,5.6
2025-02-22,gumgaon,0.0,0.4,-1.0,0.03,0.05,0.0,9.1
2025-02-22,tirodi,0.0,0.8,-1.0,0.03,0.05,0.0,6.1
2025-02-22,ukwa,0.0,0.1,-1.0,0.03,0.05,0.0,10.7
2025-02-23,balaghat,0.0,0.1,-1.0,0.03,0.05,0.0,9.2
2025-02-23,ukwa,0.3,0.4,-0.88,0.031,0.05,0.0,11.0
2025-02-23,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,5.6
2025-02-23,tirodi,0.0,0.8,-1.0,0.03,0.05,0.0,6.1
2025-02-23,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.1
2025-02-24,ukwa,0.7,1.0,-0.73,0.033,0.05,0.0,11.7
2025-02-24,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.1
2025-02-24,tirodi,0.2,0.2,-0.92,0.031,0.05,0.0,6.3
2025-02-24,balaghat,0.0,0.1,-1.0,0.03,0.05,0.0,9.2
2025-02-24,dongri-buzurg,0.3,0.3,-0.89,0.031,0.05,0.0,5.9
2025-02-25,ukwa,0.0,1.0,-1.0,0.03,0.05,0.0,11.7
2025-02-25,tirodi,0.0,0.2,-1.0,0.03,0.05,0.0,6.3
2025-02-25,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,9.2
2025-02-25,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.1
2025-02-25,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05,0.0,5.9
2025-02-26,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,9.2
2025-02-26,ukwa,0.0,1.0,-1.0,0.03,0.05,0.0,11.7
2025-02-26,tirodi,0.0,0.2,-1.0,0.03,0.05,0.0,6.3
2025-02-26,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.1
2025-02-26,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05,0.0,5.9
2025-02-27,ukwa,0.0,1.0,-1.0,0.03,0.05,0.0,11.7
2025-02-27,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05,0.0,5.9
2025-02-27,tirodi,0.0,0.2,-1.0,0.03,0.05,0.0,6.3
2025-02-27,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.1
2025-02-27,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,9.2
2025-02-28,tirodi,0.0,0.2,-1.0,0.03,0.05,0.0,6.3
2025-02-28,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05,0.0,5.9
2025-02-28,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.1
2025-02-28,ukwa,0.0,1.0,-1.0,0.03,0.05,0.0,11.7
2025-02-28,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,9.2
2025-03-01,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,9.2
2025-03-01,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05,0.0,5.9
2025-03-01,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.1
2025-03-01,ukwa,0.0,1.0,-1.0,0.03,0.05,0.0,11.7
2025-03-01,tirodi,0.0,0.2,-1.0,0.03,0.05,0.0,6.3
2025-03-02,balaghat,0.0,0.0,-1.0,0.03,0.05,0.0,9.2
2025-03-02,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05,0.0,5.9
2025-03-02,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.1
2025-03-02,tirodi,0.0,0.2,-1.0,0.03,0.05,0.0,6.3
2025-03-02,ukwa,0.0,0.7,-1.0,0.03,0.05,0.0,11.7
2025-03-03,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,5.9
2025-03-03,ukwa,2.3,2.3,-0.12,0.039,0.05,0.0,14.0
2025-03-03,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,6.3
2025-03-03,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.1
2025-03-03,balaghat,1.2,1.2,-0.67,0.035,0.05,0.0,10.4
2025-03-04,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,6.3
2025-03-04,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,5.9
2025-03-04,balaghat,0.0,1.2,-1.0,0.03,0.05,0.0,10.4
2025-03-04,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.1
2025-03-04,ukwa,0.4,2.7,-0.85,0.032,0.05,0.0,14.4
2025-03-05,ukwa,0.0,2.7,-1.0,0.03,0.05,0.0,14.4
2025-03-05,balaghat,0.0,1.2,-1.0,0.03,0.05,0.0,10.4
2025-03-05,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.1
2025-03-05,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,6.3
2025-03-05,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,5.9
2025-03-06,balaghat,0.0,1.2,-1.0,0.03,0.05,0.0,10.4
2025-03-06,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05,0.0,5.9
2025-03-06,ukwa,0.0,2.7,-1.0,0.03,0.05,0.0,14.4
2025-03-06,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.1
2025-03-06,tirodi,0.0,0.0,-1.0,0.03,0.05,0.0,6.3
2025-03-07,balaghat,0.0,1.2,-1.0,0.03,0.05,0.0,10.4
2025-03-07,ukwa,0.0,2.7,-1.0,0.03,0.05,0.0,14.4
2025-03-07,gumgaon,0.0,0.0,-1.0,0.03,0.05,0.0,9.1
2025-03-07,tirodi,1.6,1.6,-0.33,0.036,0.05,0.0,7.9
