date,mine_id,latitude,longitude,ndvi,ndwi,ndmi,evi,surface_change_score,vegetation_change,water_change,disturbed_area_score,terrain_slope,elevation,land_surface_change_confidence,ndvi_change,ndwi_change,vegetation_loss,water_expansion
2025-03-02,balaghat,21.8045,80.1852,0.5,-0.226,0.237,0.446,0.108,0.012,0.024,0.302,14.5,320,0.957,0.017,0.059,0.0,0.059
2025-03-08,ukwa,21.967,80.467,0.551,-0.262,0.255,0.463,0.062,0.008,-0.012,0.298,11.0,360,0.904,0.03,-0.014,0.0,0.0
2025-03-08,tirodi,21.688,79.706,0.528,-0.271,0.234,0.446,0.244,-0.048,-0.021,0.344,18.0,340,0.957,0.004,0.007,0.0,0.007
2025-03-08,gumgaon,21.385,79.012,0.514,-0.219,0.25,0.488,0.09,0.003,0.031,0.305,8.5,290,0.92,-0.062,-0.023,0.062,0.0
2025-03-08,dongri-buzurg,21.5432,79.7214,0.504,-0.242,0.232,0.44,0.06,0.01,0.008,0.298,22.0,380,0.888,0.009,0.021,0.0,0.021
2025-03-08,balaghat,21.8045,80.1852,0.511,-0.275,0.22,0.404,0.122,0.015,-0.025,0.313,14.5,320,0.886,0.011,-0.049,0.0,0.0
2025-03-14,dongri-buzurg,21.5432,79.7214,0.471,-0.306,0.177,0.386,0.188,-0.012,-0.056,0.337,22.0,380,0.958,-0.033,-0.064,0.033,0.0
2025-03-14,balaghat,21.8045,80.1852,0.481,-0.298,0.188,0.425,0.196,0.019,-0.048,0.339,14.5,320,0.969,-0.03,-0.023,0.03,0.0
2025-03-14,gumgaon,21.385,79.012,0.509,-0.267,0.223,0.412,0.207,-0.041,-0.017,0.342,8.5,290,0.934,-0.005,-0.048,0.005,0.0
2025-03-14,ukwa,21.967,80.467,0.492,-0.214,0.237,0.412,0.158,0.017,0.036,0.33,11.0,360,0.947,-0.059,0.048,0.059,0.048
2025-03-14,tirodi,21.688,79.706,0.497,-0.175,0.26,0.393,0.395,-0.052,0.075,0.389,18.0,340,0.896,-0.031,0.096,0.031,0.096
2025-03-20,tirodi,21.688,79.706,0.53,-0.211,0.266,0.473,0.169,0.018,0.039,0.34,18.0,340,0.907,0.033,-0.036,0.0,0.0
2025-03-20,gumgaon,21.385,79.012,0.504,-0.225,0.24,0.454,0.162,-0.025,0.025,0.338,8.5,290,0.925,-0.005,0.042,0.005,0.042
2025-03-20,dongri-buzurg,21.5432,79.7214,0.45,-0.187,0.222,0.376,0.194,-0.009,0.063,0.346,22.0,380,0.927,-0.021,0.119,0.021,0.119
2025-03-20,ukwa,21.967,80.467,0.518,-0.281,0.222,0.485,0.21,-0.033,-0.031,0.35,11.0,360,0.897,0.026,-0.067,0.0,0.0
2025-03-20,balaghat,21.8045,80.1852,0.48,-0.253,0.209,0.427,0.05,0.007,-0.003,0.31,14.5,320,0.936,-0.001,0.045,0.001,0.045
2025-03-26,tirodi,21.688,79.706,0.528,-0.254,0.243,0.486,0.134,-0.031,-0.004,0.338,18.0,340,0.92,-0.002,-0.043,0.002,0.0
2025-03-26,balaghat,21.8045,80.1852,0.507,-0.187,0.261,0.379,0.186,0.007,0.063,0.352,14.5,320,0.883,0.027,0.066,0.0,0.066
2025-03-26,dongri-buzurg,21.5432,79.7214,0.518,-0.283,0.221,0.451,0.166,0.021,-0.033,0.347,22.0,380,0.976,0.068,-0.096,0.0,0.0
2025-03-26,gumgaon,21.385,79.012,0.5,-0.31,0.195,0.42,0.21,-0.015,-0.06,0.358,8.5,290,0.93,-0.004,-0.085,0.004,0.0
2025-03-26,ukwa,21.967,80.467,0.527,-0.233,0.252,0.444,0.09,-0.012,0.017,0.328,11.0,360,0.882,0.009,0.048,0.0,0.048
2025-04-01,balaghat,21.8045,80.1852,0.462,-0.208,0.219,0.411,0.145,-0.01,0.042,0.349,14.5,320,0.905,-0.045,-0.021,0.045,0.0
2025-04-01,dongri-buzurg,21.5432,79.7214,0.462,-0.284,0.181,0.386,0.089,-0.001,-0.034,0.335,22.0,380,0.976,-0.056,-0.001,0.056,0.0
2025-04-01,tirodi,21.688,79.706,0.532,-0.258,0.243,0.438,0.112,-0.023,-0.008,0.34,18.0,340,0.883,0.004,-0.004,0.0,0.0
2025-04-01,ukwa,21.967,80.467,0.542,-0.185,0.287,0.43,0.182,-0.005,0.065,0.358,11.0,360,0.919,0.015,0.048,0.0,0.048
2025-04-01,gumgaon,21.385,79.012,0.529,-0.256,0.242,0.471,0.203,-0.047,-0.006,0.363,8.5,290,0.943,0.029,0.054,0.0,0.054
2025-04-07,dongri-buzurg,21.5432,79.7214,0.509,-0.249,0.232,0.435,0.106,-0.026,0.001,0.347,22.0,380,0.977,0.047,0.035,0.0,0.035
2025-04-07,tirodi,21.688,79.706,0.464,-0.192,0.229,0.393,0.193,0.012,0.058,0.368,18.0,340,0.977,-0.068,0.066,0.068,0.066
2025-04-07,balaghat,21.8045,80.1852,0.546,-0.271,0.247,0.448,0.136,-0.021,-0.021,0.354,14.5,320,0.973,0.084,-0.063,0.0,0.0
2025-04-07,ukwa,21.967,80.467,0.499,-0.147,0.276,0.408,0.346,0.022,0.103,0.406,11.0,360,0.923,-0.043,0.038,0.043,0.038
2025-04-07,gumgaon,21.385,79.012,0.494,-0.294,0.199,0.471,0.146,-0.009,-0.044,0.356,8.5,290,0.887,-0.035,-0.038,0.035,0.0
2025-04-13,tirodi,21.688,79.706,0.507,-0.259,0.225,0.445,0.05,0.003,-0.009,0.34,18.0,340,0.964,0.043,-0.067,0.0,0.0
2025-04-13,balaghat,21.8045,80.1852,0.514,-0.204,0.258,0.442,0.135,-0.005,0.046,0.361,14.5,320,0.899,-0.032,0.067,0.032,0.067
2025-04-13,ukwa,21.967,80.467,0.528,-0.206,0.267,0.455,0.198,-0.022,0.044,0.377,11.0,360,0.938,0.029,-0.059,0.0,0.0
2025-04-13,gumgaon,21.385,79.012,0.476,-0.223,0.222,0.402,0.1,-0.008,0.027,0.353,8.5,290,0.899,-0.018,0.071,0.018,0.071
2025-04-13,dongri-buzurg,21.5432,79.7214,0.567,-0.234,0.28,0.473,0.144,0.026,0.016,0.364,22.0,380,0.943,0.058,0.015,0.0,0.015
2025-04-19,gumgaon,21.385,79.012,0.495,-0.272,0.21,0.406,0.095,-0.01,-0.022,0.359,8.5,290,0.958,0.019,-0.049,0.0,0.0
2025-04-19,ukwa,21.967,80.467,0.485,-0.258,0.21,0.401,0.148,-0.032,-0.008,0.372,11.0,360,0.903,-0.043,-0.052,0.043,0.0
2025-04-19,balaghat,21.8045,80.1852,0.499,-0.211,0.244,0.41,0.174,-0.019,0.039,0.378,14.5,320,0.903,-0.015,-0.007,0.015,0.0
2025-04-19,dongri-buzurg,21.5432,79.7214,0.522,-0.243,0.244,0.487,0.13,-0.028,0.007,0.368,22.0,380,0.908,-0.045,-0.009,0.045,0.0
2025-04-19,tirodi,21.688,79.706,0.515,-0.197,0.262,0.442,0.14,0.002,0.053,0.37,18.0,340,0.96,0.008,0.062,0.0,0.062
2025-04-25,gumgaon,21.385,79.012,0.535,-0.356,0.196,0.413,0.413,-0.037,-0.106,0.446,8.5,290,0.936,0.04,-0.084,0.0,0.0
2025-04-25,balaghat,21.8045,80.1852,0.531,-0.262,0.241,0.398,0.054,-0.006,-0.012,0.356,14.5,320,0.902,0.032,-0.051,0.0,0.0
2025-04-25,dongri-buzurg,21.5432,79.7214,0.488,-0.304,0.19,0.435,0.331,-0.049,-0.054,0.425,22.0,380,0.888,-0.034,-0.061,0.034,0.0
2025-04-25,ukwa,21.967,80.467,0.475,-0.258,0.203,0.389,0.068,-0.012,-0.008,0.36,11.0,360,0.96,-0.01,0.0,0.01,0.0
2025-04-25,tirodi,21.688,79.706,0.462,-0.252,0.197,0.4,0.117,-0.028,-0.002,0.372,18.0,340,0.923,-0.053,-0.055,0.053,0.0
2025-05-01,tirodi,21.688,79.706,0.489,-0.307,0.189,0.418,0.25,-0.027,-0.057,0.412,18.0,340,0.907,0.027,-0.055,0.0,0.0
2025-05-01,balaghat,21.8045,80.1852,0.48,-0.282,0.195,0.405,0.1,-0.005,-0.032,0.375,14.5,320,0.932,-0.051,-0.02,0.051,0.0
2025-05-01,gumgaon,21.385,79.012,0.48,-0.265,0.203,0.38,0.154,-0.029,-0.015,0.388,8.5,290,0.944,-0.055,0.091,0.055,0.091
2025-05-01,dongri-buzurg,21.5432,79.7214,0.5,-0.175,0.262,0.444,0.288,-0.025,0.075,0.422,22.0,380,0.948,0.012,0.129,0.0,0.129
2025-05-01,ukwa,21.967,80.467,0.497,-0.312,0.192,0.429,0.167,0.003,-0.062,0.392,11.0,360,0.933,0.022,-0.054,0.0,0.0
2025-05-07,balaghat,21.8045,80.1852,0.459,-0.194,0.224,0.39,0.328,-0.047,0.056,0.44,14.5,320,0.91,-0.021,0.088,0.021,0.088
2025-05-07,gumgaon,21.385,79.012,0.476,-0.253,0.207,0.414,0.124,-0.029,-0.003,0.389,8.5,290,0.946,-0.004,0.012,0.004,0.012
2025-05-07,ukwa,21.967,80.467,0.452,-0.299,0.167,0.398,0.222,0.025,-0.049,0.413,11.0,360,0.953,-0.045,0.013,0.045,0.013
2025-05-07,dongri-buzurg,21.5432,79.7214,0.509,-0.191,0.261,0.447,0.216,-0.017,0.059,0.412,22.0,380,0.967,0.009,-0.016,0.0,0.0
2025-05-07,tirodi,21.688,79.706,0.468,-0.21,0.223,0.392,0.16,-0.015,0.04,0.398,18.0,340,0.887,-0.021,0.097,0.021,0.097
2025-05-13,ukwa,21.967,80.467,0.463,-0.252,0.198,0.405,0.057,-0.013,-0.002,0.379,11.0,360,0.898,0.011,0.047,0.0,0.047
2025-05-13,gumgaon,21.385,79.012,0.506,-0.295,0.207,0.42,0.132,-0.005,-0.045,0.398,8.5,290,0.945,0.03,-0.042,0.0,0.0
2025-05-13,dongri-buzurg,21.5432,79.7214,0.519,-0.269,0.229,0.407,0.096,0.012,-0.019,0.389,22.0,380,0.977,0.01,-0.078,0.0,0.0
2025-05-13,tirodi,21.688,79.706,0.47,-0.347,0.155,0.368,0.246,0.001,-0.097,0.426,18.0,340,0.949,0.002,-0.137,0.0,0.0
2025-05-13,balaghat,21.8045,80.1852,0.486,-0.151,0.265,0.409,0.284,-0.009,0.099,0.436,14.5,320,0.894,0.027,0.043,0.0,0.043
2025-05-19,gumgaon,21.385,79.012,0.47,-0.259,0.199,0.416,0.158,-0.034,-0.009,0.412,8.5,290,0.966,-0.036,0.036,0.036,0.036
2025-05-19,dongri-buzurg,21.5432,79.7214,0.489,-0.239,0.223,0.367,0.16,-0.033,0.011,0.413,22.0,380,0.907,-0.03,0.03,0.03,0.03
2025-05-19,balaghat,21.8045,80.1852,0.491,-0.25,0.219,0.433,0.152,-0.038,0.0,0.411,14.5,320,0.956,0.005,-0.099,0.0,0.0
2025-05-19,tirodi,21.688,79.706,0.492,-0.231,0.229,0.418,0.156,-0.027,0.019,0.412,18.0,340,0.89,0.022,0.116,0.0,0.116
2025-05-19,ukwa,21.967,80.467,0.451,-0.225,0.203,0.365,0.118,-0.014,0.025,0.402,11.0,360,0.925,-0.012,0.027,0.012,0.027
2025-05-25,dongri-buzurg,21.5432,79.7214,0.478,-0.248,0.211,0.397,0.05,-0.004,0.002,0.392,22.0,380,0.925,-0.011,-0.009,0.011,0.0
2025-05-25,balaghat,21.8045,80.1852,0.502,-0.286,0.208,0.455,0.266,-0.044,-0.036,0.446,14.5,320,0.943,0.011,-0.036,0.0,0.0
2025-05-25,gumgaon,21.385,79.012,0.467,-0.204,0.225,0.375,0.131,-0.004,0.046,0.413,8.5,290,0.909,-0.003,0.055,0.003,0.055
2025-05-25,ukwa,21.967,80.467,0.456,-0.201,0.219,0.409,0.138,-0.004,0.049,0.414,11.0,360,0.973,0.005,0.024,0.0,0.024
2025-05-25,tirodi,21.688,79.706,0.478,-0.296,0.187,0.436,0.123,0.002,-0.046,0.411,18.0,340,0.936,-0.014,-0.065,0.014,0.0
2025-05-31,ukwa,21.967,80.467,0.459,-0.306,0.168,0.392,0.144,-0.001,-0.056,0.424,11.0,360,0.964,0.003,-0.105,0.0,0.0
2025-05-31,balaghat,21.8045,80.1852,0.449,-0.247,0.191,0.372,0.05,0.002,0.003,0.4,14.5,320,0.899,-0.053,0.039,0.053,0.039
2025-05-31,gumgaon,21.385,79.012,0.425,-0.179,0.208,0.336,0.31,-0.033,0.071,0.465,8.5,290,0.918,-0.042,0.025,0.042,0.025
2025-05-31,dongri-buzurg,21.5432,79.7214,0.434,-0.229,0.189,0.39,0.109,0.014,0.021,0.415,22.0,380,0.916,-0.044,0.019,0.044,0.019
2025-05-31,tirodi,21.688,79.706,0.449,-0.248,0.19,0.376,0.077,-0.018,0.002,0.407,18.0,340,0.888,-0.029,0.048,0.029,0.048
2025-06-06,ukwa,21.967,80.467,0.542,-0.234,0.262,0.465,0.136,-0.024,0.016,0.429,11.0,360,0.893,0.083,0.072,0.0,0.072
2025-06-06,gumgaon,21.385,79.012,0.425,-0.226,0.184,0.336,0.132,0.018,0.024,0.428,8.5,290,0.935,0.0,-0.047,0.0,0.0
2025-06-06,balaghat,21.8045,80.1852,0.475,-0.27,0.197,0.373,0.114,-0.016,-0.02,0.424,14.5,320,0.945,0.026,-0.023,0.0,0.0
2025-06-06,tirodi,21.688,79.706,0.442,-0.261,0.179,0.412,0.05,-0.005,-0.011,0.408,18.0,340,0.96,-0.007,-0.013,0.007,0.0
2025-06-06,dongri-buzurg,21.5432,79.7214,0.482,-0.28,0.197,0.441,0.135,-0.015,-0.03,0.429,22.0,380,0.932,0.048,-0.051,0.0,0.0
2025-06-12,ukwa,21.967,80.467,0.497,-0.184,0.256,0.401,0.309,-0.036,0.066,0.48,11.0,360,0.916,-0.045,0.05,0.045,0.05
2025-06-12,gumgaon,21.385,79.012,0.43,-0.229,0.186,0.385,0.128,-0.019,0.021,0.434,8.5,290,0.96,0.005,-0.003,0.0,0.0
2025-06-12,tirodi,21.688,79.706,0.467,-0.225,0.214,0.402,0.198,-0.034,0.025,0.452,18.0,340,0.951,0.025,0.036,0.0,0.036
2025-06-12,balaghat,21.8045,80.1852,0.498,-0.244,0.227,0.436,0.099,-0.021,0.006,0.427,14.5,320,0.894,0.023,0.026,0.0,0.026
2025-06-12,dongri-buzurg,21.5432,79.7214,0.487,-0.162,0.26,0.434,0.28,-0.015,0.088,0.473,22.0,380,0.92,0.005,0.118,0.0,0.118
2025-06-18,dongri-buzurg,21.5432,79.7214,0.524,-0.07,0.332,0.426,0.47,-0.005,0.18,0.528,22.0,380,0.894,0.037,0.092,0.0,0.092
2025-06-18,gumgaon,21.385,79.012,0.494,-0.127,0.282,0.426,0.52,-0.053,0.123,0.54,8.5,290,0.943,0.064,0.102,0.0,0.102
2025-06-18,ukwa,21.967,80.467,0.45,-0.104,0.263,0.36,0.613,-0.062,0.146,0.563,11.0,360,0.94,-0.047,0.08,0.047,0.08
2025-06-18,balaghat,21.8045,80.1852,0.482,-0.137,0.269,0.426,0.454,-0.043,0.113,0.524,14.5,320,0.962,-0.016,0.107,0.016,0.107
2025-06-18,tirodi,21.688,79.706,0.507,-0.15,0.28,0.445,0.294,-0.011,0.1,0.484,18.0,340,0.951,0.04,0.075,0.0,0.075
2025-06-24,tirodi,21.688,79.706,0.509,-0.002,0.355,0.435,0.62,-0.0,0.248,0.572,18.0,340,0.962,0.002,0.148,0.0,0.148
2025-06-24,ukwa,21.967,80.467,0.552,-0.044,0.364,0.474,0.591,-0.019,0.206,0.565,11.0,360,0.965,0.102,0.06,0.0,0.06
2025-06-24,gumgaon,21.385,79.012,0.508,-0.062,0.325,0.406,0.538,-0.017,0.188,0.552,8.5,290,0.907,0.014,0.065,0.0,0.065
2025-06-24,balaghat,21.8045,80.1852,0.567,0.056,0.425,0.475,0.857,-0.023,0.306,0.632,14.5,320,0.97,0.085,0.193,0.0,0.193
2025-06-24,dongri-buzurg,21.5432,79.7214,0.475,0.012,0.338,0.421,0.743,-0.022,0.262,0.603,22.0,380,0.915,-0.049,0.082,0.049,0.082
2025-06-30,dongri-buzurg,21.5432,79.7214,0.591,0.029,0.428,0.535,0.89,-0.048,0.279,0.648,22.0,380,0.966,0.116,0.017,0.0,0.017
2025-06-30,ukwa,21.967,80.467,0.548,0.022,0.395,0.484,0.784,-0.026,0.272,0.621,11.0,360,0.967,-0.004,0.066,0.004,0.066
2025-06-30,balaghat,21.8045,80.1852,0.554,0.057,0.416,0.446,0.952,-0.046,0.307,0.663,14.5,320,0.953,-0.013,0.001,0.013,0.001
2025-06-30,tirodi,21.688,79.706,0.608,-0.002,0.425,0.552,0.684,-0.016,0.248,0.596,18.0,340,0.888,0.099,0.0,0.0,0.0
2025-06-30,gumgaon,21.385,79.012,0.552,-0.013,0.38,0.477,0.808,-0.054,0.237,0.627,8.5,290,0.945,0.044,0.049,0.0,0.049
2025-07-06,balaghat,21.8045,80.1852,0.581,0.136,0.475,0.498,0.98,-0.004,0.386,0.678,14.5,320,0.881,0.027,0.079,0.0,0.079
2025-07-06,tirodi,21.688,79.706,0.531,0.066,0.405,0.464,0.798,0.002,0.316,0.632,18.0,340,0.93,-0.077,0.068,0.077,0.068
2025-07-06,gumgaon,21.385,79.012,0.548,0.109,0.438,0.498,0.942,0.011,0.359,0.668,8.5,290,0.947,-0.004,0.122,0.004,0.122
2025-07-06,dongri-buzurg,21.5432,79.7214,0.562,0.119,0.453,0.472,0.98,-0.054,0.369,0.678,22.0,380,0.978,-0.029,0.09,0.029,0.09
2025-07-06,ukwa,21.967,80.467,0.579,0.112,0.461,0.482,0.98,-0.025,0.362,0.678,11.0,360,0.92,0.031,0.09,0.0,0.09
2025-07-12,gumgaon,21.385,79.012,0.519,0.086,0.406,0.429,0.924,-0.021,0.336,0.671,8.5,290,0.897,-0.029,-0.023,0.029,0.0
2025-07-12,dongri-buzurg,21.5432,79.7214,0.512,0.134,0.425,0.409,0.98,-0.008,0.384,0.685,22.0,380,0.888,-0.05,0.015,0.05,0.015
2025-07-12,tirodi,21.688,79.706,0.626,0.155,0.516,0.533,0.98,-0.019,0.405,0.685,18.0,340,0.9,0.095,0.089,0.0,0.089
2025-07-12,balaghat,21.8045,80.1852,0.583,0.109,0.463,0.533,0.946,-0.012,0.359,0.676,14.5,320,0.945,0.002,-0.027,0.0,0.0
2025-07-12,ukwa,21.967,80.467,0.591,0.101,0.464,0.503,0.965,-0.022,0.351,0.681,11.0,360,0.944,0.012,-0.011,0.0,0.0
2025-07-18,dongri-buzurg,21.5432,79.7214,0.55,0.193,0.482,0.482,0.98,-0.028,0.443,0.692,22.0,380,0.927,0.038,0.059,0.0,0.059
